package_name,category
rtt_sensor_msgs,this typekit.
rtt_rosparam_tests,The rtt_rosparam_tests package
rtt_rosparam,This package
rtt_rosparam,service-requester
rtt_rosparam,ROS parameters
rtt_rospack_tests,The rtt_ros_tests package
rtt_rospack,rtt_rospack
rtt_rospack,ROS_PACKAGE_PATH
rtt_rosnode,This package
rtt_rosnode,the RTT process.
rtt_rosgraph_msgs,Provides
rtt_rosgraph_msgs,an rtt typekit
rtt_rosgraph_msgs,ROS
rtt_rosgraph_msgs,RTT components
rtt_rosgraph_msgs,applications.
rtt_rosgraph_msgs,This package
rtt_rosgraph_msgs,the create_rtt_msgs generator
rtt_rosgraph_msgs,modified. See
rtt_rosgraph_msgs,the http://ros.org/wiki/rosgraph_msgs documentation
rtt_rosgraph_msgs,the documentation
rtt_rosgraph_msgs,the ROS messages
rtt_rosgraph_msgs,this typekit.
rtt_rosdeployment,rtt_rosdeployment
rtt_rosdeployment,ROS service calls.
rtt_roscomm_tests,The rtt_roscomm_tests package
rtt_roscomm,rtt_roscomm
rtt_roscomm,automatic rtt typekit
rtt_roscomm,transport generation
rtt_roscomm,ROS msg files
rtt_rosclock,This package
rtt_rosclock,access
rtt_rosclock,different time measurements
rtt_rosclock,a realtime host.
rtt_rosbuild_tests,rtt_ros_rosbuild_test
rtt_ros_tests,The rtt_ros_tests package
rtt_ros_msgs,This package
rtt_ros_msgs,.srv files
rtt_ros_msgs,use
rtt_ros_msgs,the rtt_ros_integration packages.
rtt_ros_integration,This stack
rtt_ros_integration,ROS infrastructures
rtt_ros_comm,The rtt_ros_comm package
rtt_ros,This package
rtt_ros,"the RTT process,"
rtt_ros,several wrapper scripts
rtt_ros,orocos programs.
rtt_nav_msgs,Provides
rtt_nav_msgs,an rtt typekit
rtt_nav_msgs,ROS
rtt_nav_msgs,RTT components
rtt_nav_msgs,applications.
rtt_nav_msgs,This package
rtt_nav_msgs,the create_rtt_msgs generator
rtt_nav_msgs,modified. See
rtt_nav_msgs,the http://ros.org/wiki/nav_msgs documentation
rtt_nav_msgs,the documentation
rtt_nav_msgs,the ROS messages
rtt_nav_msgs,this typekit.
rtt_kdl_conversions,This package
rtt_kdl_conversions,the kdl_conversions package
rtt_geometry_msgs,Provides
rtt_geometry_msgs,an rtt typekit
rtt_geometry_msgs,ROS geometry_msgs messages.
rtt_geometry_msgs,RTT components
rtt_geometry_msgs,applications.
rtt_geometry_msgs,This package
rtt_geometry_msgs,the create_rtt_msgs generator
rtt_geometry_msgs,modified. See
rtt_geometry_msgs,the http://ros.org/wiki/geometry_msgs documentation
rtt_geometry_msgs,the documentation
rtt_geometry_msgs,the ROS messages
rtt_geometry_msgs,this typekit.
rtt_dynamic_reconfigure_tests,The rtt_dynamic_reconfigure_tests package
rtt_dynamic_reconfigure,The rtt_dynamic_reconfigure package
rtt_diagnostic_msgs,Provides
rtt_diagnostic_msgs,an rtt typekit
rtt_diagnostic_msgs,ROS diagnostic_msgs messages.
rtt_diagnostic_msgs,RTT components
rtt_diagnostic_msgs,applications.
rtt_diagnostic_msgs,This package
rtt_diagnostic_msgs,the create_rtt_msgs generator
rtt_diagnostic_msgs,modified. See
rtt_diagnostic_msgs,the http://ros.org/wiki/diagnostic_msgs documentation
rtt_diagnostic_msgs,the documentation
rtt_diagnostic_msgs,the ROS messages
rtt_diagnostic_msgs,this typekit.
rtt_common_msgs,The rtt_common_msgs package
rtt_actionlib_msgs,Provides
rtt_actionlib_msgs,an rtt typekit
rtt_actionlib_msgs,ROS
rtt_actionlib_msgs,RTT components
rtt_actionlib_msgs,applications.
rtt_actionlib_msgs,This package
rtt_actionlib_msgs,the create_rtt_msgs generator
rtt_actionlib_msgs,modified. See
rtt_actionlib_msgs,the http://ros.org/wiki/actionlib_msgs documentation
rtt_actionlib_msgs,the documentation
rtt_actionlib_msgs,the ROS messages
rtt_actionlib_msgs,this typekit.
rtt_actionlib,The rtt_actionlib package
nerian_stereo,Driver node
nerian_stereo,Scarlet
nerian_stereo,SceneScan
nerian_stereo,stereo vision sensors
nerian_stereo,Nerian Vision GmbH
omronsentech_camera,omronsentech_camera package
omronsentech_camera,access OMRON SENTECH Camera.
omronsentech_camera,This package
omronsentech_camera,SentechSDK.
bta_tof_driver,The BTA ROS driver
code_coverage,CMake configuration
vesc_msgs,ROS message definitions
vesc_msgs,the Vedder VESC
vesc_msgs,open source motor controller.
vesc_driver,ROS device driver
vesc_driver,the Vedder VESC
vesc_driver,open source motor driver.
vesc_ackermann,Translate
vesc_ackermann,VESC messages
vesc_ackermann,ROS ackermann
vesc_ackermann,odometry messages.
vesc,Metapackage
vesc,ROS interface
vesc,the Vedder VESC
vesc,open source motor controller.
grasping_msgs,Messages
roscompile,The roscompile package
ros_introspection,The ros_introspection package
magical_ros2_conversion_tool,The magical_ros2_conversion_tool package
fake_joint_launch,Collection
fake_joint_launch,the launch files
fake_joint_launch,fake_joint_driver.
fake_joint_driver,The fake_joint_driver package
fake_joint,This metapackage
fake_joint,fake-joint
fake_joint,related package
fake_joint,ros_control.
tensorflow_ros_cpp,Catkin-friendly C++ bindings
tensorflow_ros_cpp,the tensorflow package.
leptrino_force_torque,The leptrino_force_torque package
octomap_rviz_plugins,A set
octomap_rviz_plugins,plugins
octomap_rviz_plugins,binary octomap messages.
grpc,Catkinized gRPC Package
rosbash_params,Tools
urdf_tutorial,This package
urdf_tutorial,URDF tutorials.
rwt_utils_3rdparty,The rwt_utils_3rdparty package
rwt_steer,The rwt_steer package
rwt_speech_recognition,The rwt_speech_recognition package
rwt_robot_monitor,The rwt_robot_monitor package
rwt_plot,rwt_plot
rwt_nav,The rwt_nav package
rwt_moveit,This package
rwt_image_view,The rwt_image_view package
rwt_app_chooser,The simple web frontend
rwt_app_chooser,app_manager
session_tutorials,session_tutorials
openrave_sensors,Contains
openrave_sensors,the ROS world better.
openrave_robot_filter,Utilities
openrave_robot_filter,sensor data
openrave_robot_control,Contains
openrave_robot_control,OpenRAVE clients
openrave_robot_control,librobot_control
openrave_robot_control,ros client
openrave_robot_control,base class
openrave_robot_control,robot server
openrave_robot_control,tfsender
openrave_robot_control,"the robot,"
openrave_robot_control,information
openrave_robot_control,"the openrave framework, see: http://openrave.programmingvision.com/wiki/index.php/ROS:ControllingRobots"
crane_x7_msgs,The crane_x7_msgs package
fanuc,ROS-Industrial support
fanuc,Fanuc manipulators
remote_rosbag_record,The remote_rosbag_record package
ixblue_ins_msgs,The ixblue INS
ixblue_ins_driver,The iXblue_ins_driver package
ixblue_ins,Metapackage
ixblue_ins,iXblue INS driver
rosbag_editor,The rosbag_editor package
vrpn_client_ros,ROS client nodes
task_allocation,A package
task_allocation,cyber
task_allocation,physical system (CPS).
target_monitor,A package
target_monitor,targets
target_monitor,a swarm
target_monitor,cyber physical systems
swarm_functions,The swarm functions
swarm_functions,the swarm library.
state_exchanger,A package
state_exchanger,exchanges
state_exchanger,multiple cyber
state_exchanger,physical systems
state_exchanger,a swarm.
rfsm,This package
rfsm,Statecharts.
kinematics_exchanger,A package
kinematics_exchanger,exchanges
kinematics_exchanger,velocity
kinematics_exchanger,position
kinematics_exchanger,multiple cyber
kinematics_exchanger,physical systems
kinematics_exchanger,a swarm.
cpswarm_msgs,Common messages
cpswarm_msgs,the CPSwarm Behavior Library.
coverage_path,A package
coverage_path,a cyber
coverage_path,physical system (CPS).
area_division,A package
area_division,multiple cyber physical systems
area_division,a swarm.
dgps_ros,The dgps_ros package
crane_x7_moveit_config,generated package
crane_x7_moveit_config,the configuration
crane_x7_moveit_config,launch files
crane_x7_moveit_config,the MoveIt! Motion Planning Framework
crane_x7_gazebo,The crane_x7_gazebo package
crane_x7_examples,examples
crane_x7_examples,CRANE-X7 ROS package
crane_x7_control,The CRANE-X7 control package
crane_x7_bringup,The CRANE-X7 bringup package
crane_x7,ROS package suite
crane_x7,CRANE-X7
catkin_virtualenv,Bundle python requirements
catkin_virtualenv,a catkin package
catkin_virtualenv,virtualenv.
pr2_tuck_arms_action,The pr2_tuck_arms_action package
pr2_tilt_laser_interface,Provides
pr2_tilt_laser_interface,a set
pr2_tilt_laser_interface,tools/actions
pr2_tilt_laser_interface,"complex tasks,"
pr2_tilt_laser_interface,desired parameters
pr2_tilt_laser_interface,the laser driver
pr2_common_actions,Various actions
pr2_common_actions,the PR2
pr2_common_action_msgs,The pr2_common_action_msgs package
joint_trajectory_generator,joint_trajectory_generator action
joint_trajectory_generator,a trajectory
joint_trajectory_generator,a number
joint_trajectory_generator,"joint positions,"
joint_trajectory_generator,these joint positions.
joint_trajectory_action_tools,joint_trajectory_action_tools
roslint,CMake lint commands
roslint,ROS
roslint,Python
roslint,C++ source code
roslint,errors
roslint,standards compliance.
audibot_gazebo,Gazebo model plugin
audibot_description,Meshes
audibot_description,URDF descriptions
audibot_description,audibot
audibot,Metapackage
audibot,audibot
warthog_msgs,Messages
warthog_msgs,"Warthog,"
warthog_msgs,sensors.
warthog_description,URDF
warthog_description,Warthog
warthog_control,Controllers
warthog_control,Warthog
roseus_tutorials,roseus_tutorials
roseus_smach,roseus_smach * Euslisp state machine class.
roseus_smach,smach_viewer. * Simple
roseus_smach,a action server.
roseus_mongo,The roseus_mongo package
roseus,EusLisp client
roseus,ROS Robot Operating System.
multisense_ros,multisense_ros
multisense_lib,multisense_lib
simple_grasping,Basic grasping applications
simple_grasping,demos.
visualization_msgs,visualization_msgs
visualization_msgs,messages
visualization_msgs,"level packages,"
trajectory_msgs,This package
trajectory_msgs,These messages
trajectory_msgs,the building blocks
stereo_msgs,stereo_msgs contains messages
stereo_msgs,disparity images.
shape_msgs,This package
shape_msgs,simple solid object primitives
shape_msgs,meshes.
sensor_msgs,This package
geometry_msgs,geometry_msgs
geometry_msgs,common geometric primitives
geometry_msgs,"points, vectors,"
geometry_msgs,facilitate interoperability
geometry_msgs,the system.
diagnostic_msgs,This package
diagnostic_msgs,runtime monitoring systems
diagnostic_msgs,ROS.
diagnostic_msgs,These messages
common_msgs,common_msgs contains messages
common_msgs,other ROS
common_msgs,actions
actionlib_msgs,actionlib_msgs
actionlib_msgs,an action server
actionlib_msgs,an action client.
actionlib_msgs,full documentation
actionlib_msgs,the actionlib API
robot_navigation,The robot_navigation package
robot_nav_viz_demos,Demos
robot_nav_viz_demos,color_util packages
robot_nav_tools,A collection
robot_nav_tools,tools / accessories
robot_nav_tools,the robot_navigation packages
robot_nav_rviz_plugins,RViz visualizations
robot_nav_rviz_plugins,robot_navigation datatypes
pr2_self_test_msgs,Messages
pr2_self_test_msgs,PR2 hardware testing.
pr2_self_test,package
pr2_motor_diagnostic_tool,pr2_motor_diagnostic_tool
pr2_counterbalance_check,pr2_counterbalance_check
pr2_bringup_tests,Complete functionality tests
pr2_bringup_tests,PR2. Contains utilities
pr2_bringup_tests,sensors.
nav_grid_server,Customizable tools
nav_grid_server,NavGrids
nav_grid_server,OccupancyGrids
nav_grid_pub_sub,Publishers
nav_grid_pub_sub,Subscribers
nav_grid_pub_sub,nav_grid data.
nav_grid_iterators,Iterator implementations
nav_grid_iterators,the cells
nav_grid_iterators,a number
nav_grid_iterators,common patterns.
nav_grid,A templatized interface
nav_grid,the world.
nav_core_adapter,This package
nav_core_adapter,`nav_core2` plugins
nav_core_adapter,vice versa (more
nav_core_adapter,less). See README.md
nav_core_adapter,information.
nav_core2,Interfaces
nav_core2,"Costmap, LocalPlanner"
nav_core2,GlobalPlanner. Replaces nav_core.
nav_2d_utils,A handful
nav_2d_utils,useful utility functions
nav_2d_utils,nav_core2 packages.
multisense_description,multisense_description
multisense_cal_check,multisense_cal_check
multisense_bringup,multisense_bringup
multisense,multisense catkin driver
semantic_point_annotator,A node
semantic_point_annotator,semantic labels.
pr2_power_drivers,Power drivers
pr2_power_drivers,the PR2 robot.
pr2_power_board,the PR2 Power Board.
pr2_navigation_teleop,This package
pr2_navigation_teleop,the PR2 robot
pr2_navigation_slam,This package
pr2_navigation_self_filter,Filters
pr2_navigation_self_filter,the robot's body
pr2_navigation_self_filter,point clouds.
pr2_navigation_perception,This package
pr2_navigation_perception,launch files
pr2_navigation_perception,the PR2.
pr2_navigation_local,This package
pr2_navigation_global,This package
pr2_navigation_config,This package
pr2_navigation,The pr2_navigation stack
pr2_move_base,pr2_move_base
power_monitor,The power_monitor
power_monitor,the ocean_battery_server
power_monitor,"the pr2_power_board,"
power_monitor,data
power_monitor,a friendlier message format.
ocean_battery_driver,the Ocean Server Technology Intelligent Battery
ocean_battery_driver,Power System.
laser_tilt_controller_filter,laser_tilt_controller_filter
pr2eus_tutorials,pr2eus_tutorials
pr2eus_openrave,pr2eus_openrave
pr2eus_moveit,pr2eus_moveit
pr2eus_impedance,pr2eus_impedance
nav_2d_msgs,Basic message types
nav_2d_msgs,"two dimensional navigation,"
nav_2d_msgs,geometry_msgs::Pose2D.
locomove_base,Extension
locomove_base,locomotor
locomove_base,functionality.
locomotor_msgs,Action definition
locomotor_msgs,Locomotor
locomotor,Locomotor
locomotor,The goal
locomotor,local planners
joint_qualification_controllers,Controllers
joint_qualification_controllers,PR2 hardware testing.
joint_qualification_controllers,"PR2,"
joint_qualification_controllers,internal WG use.
global_planner_tests,A collection
global_planner_tests,tests
global_planner_tests,completeness
global_planner_tests,global planners.
dwb_plugins,Standard implementations
dwb_plugins,the GoalChecker
dwb_plugins,TrajectoryGenerators
dwb_plugins,dwb_local_planner
dwb_msgs,Message/Service definitions
dwb_msgs,the dwb_local_planner
dwb_local_planner,Plugin
dwb_critics,Implementations
dwb_critics,dwb_local_planner
dwb_critics,TrajectoryCritic interface
dlux_plugins,Implementation
dlux_plugins,dlux_global_planner plugin interfaces.
dlux_global_planner,Plugin
costmap_queue,Tool
costmap_queue,the cells
costmap_queue,a costmap
costmap_queue,distance
costmap_queue,a subset
costmap_queue,cells.
color_util,dependency-less library
color_util,color spaces
fkie_potree_rviz_plugin,Render
fkie_potree_rviz_plugin,large point clouds
fkie_potree_rviz_plugin,rviz
rb1_base_sim_bringup,Launch files
rb1_base_sim_bringup,Rb1_base simulation.
rb1_base_sim,The rb1_base_sim metapackage
rb1_base_gazebo,The rb1_base_gazebo package
icart_mini_gazebo,The icart_mini_gazebo package
icart_mini_driver,The icart_mini_driver package
icart_mini_description,The icart_mini_description package
icart_mini_control,The icart_mini_control package
icart_mini,This package
icart_mini,navigation
icart_mini,i-Cart mini.
rtt_geometry,This metapackage
rtt_geometry,Dynamics Library (KDL)
rtt_geometry,the Orocos Toolchain
rtt_geometry,Real-Time Toolkit (RTT).
kdl_typekit,This package
pr2eus_armnavigation,pr2eus_armnavigation
pr2eus,pr2eus
jsk_teleop_joy,jsk_teleop_joy
jsk_ik_server,jsk_ik_server
jsk_footstep_planner,jsk_footstep_planner
jsk_footstep_controller,The jsk_footstep_controller package
jsk_control,The jsk_control package
jsk_calibration,The jsk_calibration package
joy_mouse,The joy_mouse package
hector_sensors_gazebo,hector_sensors_gazebo
hector_sensors_gazebo,the necessary plugins
hector_sensors_gazebo,the hector_models
hector_gazebo_worlds,hector_gazebo_worlds
hector_gazebo_worlds,Team Hector Darmstadt
hector_gazebo_thermal_camera,hector_gazebo_thermal_camera
hector_gazebo_thermal_camera,the gazebo_ros_camera plugin.
hector_gazebo_plugins,hector_gazebo_plugins
hector_gazebo_plugins,Team Hector. Currently
hector_gazebo_plugins,"an IMU sensor plugin,"
hector_gazebo_plugins,an earth magnetic field sensor
hector_gazebo_plugins,a sonar ranger plugin.
hector_gazebo,hector_gazebo
hector_gazebo,simulation
hector_gazebo,robots
eus_qpoases,eus_qpoases
eus_qp,eus_qp
eus_qp,euslisp
eus_qp,linear constraints.
eus_nlopt,eus_nlopt
ensenso_driver,Driver
ensenso_driver,Ensenso stereo cameras.
ensenso_description,Description package
ensenso_description,Ensenso stereo cameras.
ensenso_description,This package
ensenso_description,"stl,"
ensenso_description,the following parameters:
ensenso_description,camera name
ensenso_description,collision margin
ensenso_description,the camera
ensenso_camera_test,Tests
ensenso_camera_test,the ensenso_camera package.
ensenso_camera_msgs,Message definitions
ensenso_camera_msgs,the ensenso_camera package.
ensenso_camera,Driver
ensenso_camera,Ensenso stereo cameras.
contact_states_observer,The contact_states_observer package
eigen_typekit,An Orocos typekit
eigen_typekit,Eigen types.
create_autonomy,ROS driver
create_autonomy,iRobot's Create
create_autonomy,the libcreate C++ library
ca_tools,Launch
ca_tools,configuration files
ca_tools,common accessories
ca_tools,Create/Roomba platforms.
ca_msgs,Common message definitions
ca_msgs,create_autonomy
ca_driver,ROS driver
ca_driver,iRobot's Create
ca_driver,Roomba
ca_driver,libcreate
ca_description,Robot URDF descriptions
ca_description,create_autonomy
arbotix_sensors,a number
arbotix_sensors,sophisticated ROS wrappers
arbotix_sensors,common devices.
arbotix_python,Bindings
arbotix_python,low-level controllers
arbotix_python,ArbotiX-powered robots.
arbotix_msgs,Messages
arbotix_msgs,Services definitions
arbotix_msgs,the ArbotiX.
arbotix_firmware,Firmware source code
arbotix_firmware,ArbotiX ROS bindings.
arbotix_controllers,a number
arbotix_controllers,sophisticated ROS wrappers
arbotix_controllers,common devices.
arbotix,ArbotiX Drivers
denso_robot_ros,The denso robot
denso_robot_ros,"libraries, configuration files,"
denso_robot_ros,ROS nodes
denso_robot_ros,ROS.
denso_robot_moveit_config,generated package
denso_robot_moveit_config,the configuration
denso_robot_moveit_config,launch files
denso_robot_moveit_config,the MoveIt Motion Planning Framework
denso_robot_gazebo,The denso robot gazebo package
denso_robot_descriptions,The denso robot descriptions package
denso_robot_descriptions,DENSO robots.
denso_robot_core_test,The denso robot core test package
denso_robot_core,The denso robot core package
denso_robot_control,The denso robot control package
denso_robot_control,MoveIt!.
denso_robot_bringup,The denso robot
denso_robot_bringup,bringup package
bcap_service_test,The bcap service test package
bcap_service,The bcap service package
bcap_service,ROS.
bcap_core,The bcap core package
bcap_core,Controller Access Protocol) protocol.
roboticsgroup_upatras_gazebo_plugins,Collection
roboticsgroup_upatras_gazebo_plugins,gazebo plugins
cmd_vel_smoother,The cmd_vel_smoother package
pmb2_robot,PMB2 robot description
pmb2_robot,launch files
pmb2_description,"Mechanical,"
pmb2_description,the PMB2
pmb2_description,this package
pmb2_description,a variety
pmb2_description,other components.
pmb2_description,users
pmb2_description,this package.
pmb2_controller_configuration,Launch files
pmb2_controller_configuration,scripts
pmb2_controller_configuration,the PMB2 robot.
pmb2_bringup,Launch files
pmb2_bringup,scripts
pmb2_bringup,the ROS nodes
pmb2_bringup,a PMB2 robot.
libsick_ldmrs,A library
libsick_ldmrs,communication
libsick_ldmrs,the SICK LD-MRS series
libsick_ldmrs,laser scanners.
json_transport,JSON transport
json_transport,ROS
json_msgs,JSON ROS message
ssm,The ssm package
sr_random_generator,The sr_random_generator package
sr_event_countdown,The sr_event_countdown package
sr_conditional,The conditional package
sr_all_events_go,The sr_all_events_go package
smacc_rviz_plugin,The smacc_rviz_plugin package
smacc_msgs,this package
smacc_msgs,messages
smacc_msgs,the introspection interfaces
smacc_msgs,smacc.
smacc,SMACC
smacc,systematic way UML StateCharts (AKA state machines). SMACC
smacc,the SMACH ROS package
smacc,top
smacc,Boost StateChart library. Developed
smacc,Reel Robotics.
sm_viewer_sim,The sm_viewer_sim package
sm_update_loop,The sm_update_loop package
sm_three_some,The sm_three_some package
sm_starcraft_ai,The sm_starcraft_ai package
sm_respira_1,The sm_respira_1 package
sm_pr2_plugs,The sm_pr2_plugs package
sm_packml,The sm_packml package
sm_opencv,The sm_opencv package
sm_moveit,The sm_moveit package
rtabmap,RTAB-Map's standalone library. RTAB-Map
rtabmap,real-time constraints.
baldor,The baldor package
uuid_msgs,ROS messages
uuid_msgs,unique identifiers.
unique_identifier,ROS messages
unique_identifier,interfaces
unique_identifier,unique identifiers.
unique_identifier,"wet packages, use"
unique_id,ROS Python
unique_id,C++ interfaces
unique_id,unique identifiers.
joint_state_publisher_gui,This package
joint_state_publisher,This package
ipcamera_driver,Simple node
ipcamera_driver,a ros topic.
flexbe_widget,flexbe_widget implements
flexbe_widget,scripts
flexbe_widget,the behavior engine.
flexbe_testing,unit
flexbe_states,flexbe_states
flexbe_states,predefined states. Feel
flexbe_onboard,flexbe_onboard
flexbe_onboard,the behavior engine
flexbe_onboard,all behaviors
flexbe_msgs,flexbe_msgs
flexbe_msgs,FlexBE.
flexbe_mirror,flexbe_mirror implements functionality
flexbe_input,flexbe_input enables
flexbe_input,required.
flexbe_core,the FlexBE behavior engine.
flexbe_behavior_engine,A meta-package
flexbe_behavior_engine,the FlexBE packages
vision_msgs,Messages
vision_msgs,"various computer vision pipelines,"
vision_msgs,object detectors.
xpp_vis,Visualization
xpp_vis,the XPP Motion Framework.
xpp_states,Common definitions
xpp_states,angular rates)
xpp_states,robot definitions
xpp_states,joint state
xpp_states,"the Xpp Motion Framework,"
xpp_states,conversions
xpp_states,xpp_msgs.
xpp_quadrotor,The URDF file
xpp_quadrotor,a quadrotor
xpp_quadrotor,the xpp packages
xpp_quadrotor,a simple rviz publisher
xpp_quadrotor,quadrotor tfs.
xpp_quadrotor,"Daniel Mellinger, Nathan Michael, Vijay Kumar, ""Trajectory Generation"
xpp_quadrotor,Control
xpp_quadrotor,Precise Aggressive Maneuvers
xpp_quadrotor,Quadrotors".
xpp_msgs,ROS messages
xpp_msgs,the XPP framework.
xpp_hyq,HyQ-robot
xpp_hyq,specific functions
xpp_hyq,visualization
xpp_hyq,the XPP Motion Framework.
xpp_hyq,urdf files
xpp_examples,Examples
xpp,Visualization
xpp,motion-plans
xpp,legged robots.
xpp,motion trajectories
xpp,RVIZ
xpp,displays URDFs
xpp,"specific robots,"
xpp,a two-legged hopper
rospack,ROS Package Tool
sm_dance_bot_strikes_back,The dance_bot_strikes_back package
sm_dance_bot,The dance_bot package
sm_coretest_x_y_3,The sm_coretest_x_y_3 package
sm_coretest_x_y_2,The sm_coretest_x_y_2 package
sm_coretest_x_y_1,The sm_coretest_x_y_1 package
sm_coretest_transition_speed_1,The sm_coretest_transition_speed_1 package
sm_calendar_week,The sm_calendar_week package
sm_atomic,The sm_atomic package
ros_timer_client,The ros_timer_client package
ros_publisher_client,The ros_publisher_client package
multirole_sensor_client,The multirole_sensor_client package
moveit_z_client,The moveit_z_client package
move_base_z_client_plugin,The move_base_z_client_plugin package implements SMACC Action Client Plugin
move_base_z_client_plugin,the ROS Navigation State
move_base_z_client_plugin,move_baes node.
move_base_z_client_plugin,Reel Robotics.
microstrain_mips_client,The microstrain_mips_client package
keyboard_client,The keyboard_client package
forward_local_planner,forward_local_planner package.
forward_global_planner,The forward_global_planner package.
battery_monitor_client,The battery_monitor_client package
backward_local_planner,The backward_local_planner package.
backward_global_planner,The backward_global_planner package.
rc_genicam_api,GenICam/GigE Vision Convenience Layer.
rc_genicam_api,This package
rc_genicam_api,images
rc_genicam_api,the GenICam reference implementation
rc_genicam_api,a GigE Vision transport layer.
rc_genicam_api,image streaming
rc_genicam_api,GenICam / GigE Vision
rc_genicam_api,2.0 compatible cameras
rc_genicam_api,the Roboception rc_visard.
rc_genicam_api,This package
rc_genicam_api,the command line
rc_genicam_api,configuration
rc_genicam_api,the tools
rc_genicam_api,a shell
rc_genicam_api,main purpose
rc_genicam_api,example
rc_genicam_api,reading
rc_genicam_api,the different parts.
schunk_svh_driver,SVH Driver wrapper
schunk_svh_driver,the Schunk five finger hand
rtmros_common,A package suite
rtmros_common,the capabilities
rtmros_common,the ROS users
rtmros_common,the robots
rtmbuild,Build scripts
rtmbuild,OpenRTM
rtmbuild,OpenHRP
rplidar_ros,The rplidar ros
rplidar_ros,"package, support rplidar A2/A1"
rplidar_ros,A3/S1
rosnode_rtc,This package
rosnode_rtc,RTM
rosnode_rtc,ROS. rtmros-data-bridge.py
rosnode_rtc,dataport/topic.
rosnode_rtc,convert ROS/topic
rosnode_rtc,RTM/dataport.
openrtm_tools,The openrtm_tools package
robotnik_msgs,The robotnik_msgs package. Common messages
robotnik_msgs,services
robotnik_msgs,some Robotnik's packages.
tb3_safe_teleop,The tb3_safe_teleop package
tb3_monitor,The tb3_monitor package
rb1_dual_ur3_moveit_config,generated package
rb1_dual_ur3_moveit_config,the configuration
rb1_dual_ur3_moveit_config,launch files
rb1_dual_ur3_moveit_config,the MoveIt! Motion Planning Framework
rb1_base_pad,The rb1_base_pad package
rb1_base_navigation,This package
rb1_base_navigation,the gmapping
rb1_base_navigation,amcl algorithms
rb1_base_localization,The rb1_base_localization package
rb1_base_description,The rb1_base_description package
rb1_base_control,The rb1_base_control package
rb1_base_common,The rb1_base_common package.
rb1_base_common,common packages
rb1_base_common,robot control
rb1_base_common,simulation
move_base_flex,Move Base Flex (MBF)
move_base_flex,move_base. MBF
move_base_flex,"move_base,"
move_base_flex,"the planner, controller"
move_base_flex,recovery plugin ROS
move_base_flex,"planning, controlling"
move_base_flex,"recovering,"
move_base_flex,the current state
move_base_flex,the plugin’s
move_base_flex,actions
move_base_flex,"flexible navigation strategies. Furthermore, MBF"
move_base_flex,"other map representations, e.g. meshes"
move_base_flex,grid_map
move_base_flex,This package
move_base_flex,refers
move_base_flex,the Move Base Flex stack packages.The abstract core
move_base_flex,MBF –
move_base_flex,any binding
move_base_flex,a map representation –
mbf_utility,The mbf_utility package
mbf_simple_nav,The mbf_simple_nav package
mbf_simple_nav,Move Base Flex
mbf_simple_nav,no map
mbf_simple_nav,"planning, controlling"
mbf_simple_nav,recovering. MBF
mbf_simple_nav,the lists
mbf_simple_nav,*recovery_behaviors*.
mbf_simple_nav,Each list
mbf_simple_nav,a *name*
mbf_simple_nav,a *type*.
mbf_simple_nav,The *type* defines
mbf_simple_nav,kind
mbf_simple_nav,plugin
mbf_simple_nav,the actions.
mbf_msgs,The move_base_flex
mbf_msgs,"the action GetPath, ExePath, Recovery"
mbf_msgs,MoveBase.
mbf_msgs,The action servers
mbf_costmap_nav,The mbf_costmap_nav package
mbf_costmap_nav,Move Base Flex
mbf_costmap_core,This package
mbf_costmap_core,navigation
mbf_costmap_core,specific robot
mbf_costmap_core,CostmapRecovery
mbf_costmap_core,the plugins
mbf_costmap_core,Move Base Flex
mbf_costmap_core,That implementation
mbf_costmap_core,a global costmap.
mbf_abstract_nav,The mbf_abstract_nav package
mbf_abstract_nav,Move Base Flex
mbf_abstract_nav,any map representation.
mbf_abstract_nav,"planning, controlling"
mbf_abstract_nav,recovering. MBF
mbf_abstract_nav,"the program start. Therefor,"
mbf_abstract_nav,the lists
mbf_abstract_nav,*recovery_behaviors*.
mbf_abstract_nav,Each list
mbf_abstract_nav,a *name*
mbf_abstract_nav,a *type*.
mbf_abstract_nav,The *type* defines
mbf_abstract_nav,kind
mbf_abstract_nav,plugin
mbf_abstract_nav,the actions.
openrtm_ros_bridge,openrtm_ros_bridge package
hrpsys_tools,The hrpsys_tools package
hrpsys_ros_bridge,hrpsys_ros_bridge package
pr2_gripper_sensor_msgs,The pr2_gripper_sensor_msgs package
pr2_gripper_sensor_msgs,messages
pr2_gripper_sensor_msgs,the pr2_gripper_sensor*
pr2_gripper_sensor_msgs,the API
pr2_gripper_sensor_msgs,"pr2_gripper_sensor_action,"
pr2_gripper_sensor_msgs,pr2_gripper_sensor_controller packages
pr2_gripper_sensor_msgs,follows: Users
pr2_gripper_sensor_msgs,an Action
pr2_gripper_sensor_msgs,the message format
pr2_gripper_sensor_msgs,PR2Gripper*Command (where *
pr2_gripper_sensor_msgs,the particular Action
pr2_gripper_sensor_msgs,pr2_gripper_sensor_action). Feedback
pr2_gripper_sensor_msgs,Result information
pr2_gripper_sensor_msgs,the action
pr2_gripper_sensor_msgs,the format
pr2_gripper_sensor_msgs,PR2Gripper*Data.
pr2_gripper_sensor_controller,The pr2_gripper_sensor_controller package
pr2_gripper_sensor_controller,the PR2
pr2_gripper_sensor_controller,hand-mounted accelerometer
