package_name,feature_word,region_word,score,,,,,,
rospeex,rospeex,rospeex,100,,,,,,
romeo_moveit_config,romeo,Romeo,100,,,,,,
romeo_gazebo_plugin,romeo,Romeo,100,,,,,,
romeo_control,romeo,Romeo,100,,,,,,
pepper_gazebo_plugin,pepper,Pepper,100,,,,,,
pepper_dcm_bringup,pepper,Pepper,100,,,,,,
pepper_control,pepper,Pepper,100,,,,,,
nao_dcm_bringup,nao,Nao,100,,,,,,
robot_model,robot,ROSbot,91,0,,,,,
romeo_moveit_actions,romeo,Romeo,100,,,,,,
asr_robot_model_services,robot,ROSbot,91,0,,,,,
roch_viz,roch,Roch,100,,,,,,
roch_simulator,roch,Roch,100,,,,,,
roch_gazebo,roch,Roch,100,,,,,,
roch_concert,roch,Roch,100,,,,,,
aubo_robot,robot,ROSbot,91,0,,,,,
asr_robot,robot,ROSbot,91,0,,,,,
cirkit_unit03_robot,robot,ROSbot,91,0,,,,,
husky_robot,robot,ROSbot,91,0,,,,,
pepperl_fuchs_r2000,pepperl,Pepper,92,,,,,,
summit_x_robot_control,robot,ROSbot,91,0,,,,,
agvs_robot_control,robot,ROSbot,91,0,,,,,
kobuki_softnode,kobuki,Kobuki,100,,,,,,
kobuki_softapps,kobuki,Kobuki,100,,,,,,
kobuki_soft,kobuki,Kobuki,100,,,,,,
moveit_ros_robot_interaction,robot,ROSbot,91,0,,,,,
robot_pose_publisher,robot,ROSbot,91,0,,,,,
combined_robot_hw_tests,robot,ROSbot,91,0,,,,,
pr2_run_stop_auto_restart,pr2,PR2,100,,,,,,
pr2_robot,pr2,PR2,100,,,,,,
pr2_robot,robot,ROSbot,91,0,,,,,
pr2_ethercat,pr2,PR2,100,,,,,,
pr2_controller_configuration,pr2,PR2,100,,,,,,
pr2_computer_monitor,pr2,PR2,100,,,,,,
pr2_camera_synchronizer,pr2,PR2,100,,,,,,
pr2_bringup,pr2,PR2,100,,,,,,
jsk_hark_msgs,hark,hark,100,,,,,,
combined_robot_hw,robot,ROSbot,91,0,,,,,
rqt_pr2_dashboard,pr2,PR2,100,,,,,,
dynamic_robot_state_publisher,robot,ROSbot,91,0,,,,,
pr2_simulator,pr2,PR2,100,,,,,,
pr2_gazebo_plugins,pr2,PR2,100,,,,,,
pr2_gazebo,pr2,PR2,100,,,,,,
pr2_controller_configuration_gazebo,pr2,PR2,100,,,,,,
sr_robot_msgs,robot,ROSbot,91,0,,,,,
pioneer_mrs,pioneer,Pioneer LX,95,,,,,,
turtlebot_arm_object_manipulation,turtlebot,TurtleBot4,95,,,,,,
turtlebot_arm_moveit_demos,turtlebot,TurtleBot4,95,,,,,,
turtlebot_arm_moveit_config,turtlebot,TurtleBot4,95,,,,,,
turtlebot_arm_kinect_calibration,turtlebot,TurtleBot4,95,,,,,,
turtlebot_arm_ikfast_plugin,turtlebot,TurtleBot4,95,,,,,,
turtlebot_arm_description,turtlebot,TurtleBot4,95,,,,,,
turtlebot_arm_bringup,turtlebot,TurtleBot4,95,,,,,,
turtlebot_arm_block_manipulation,turtlebot,TurtleBot4,95,,,,,,
turtlebot_arm,turtlebot,TurtleBot4,95,,,,,,
rqt_carla_control,carla,Carla,100,,,,,,
carla_waypoint_publisher,carla,Carla,100,,,,,,
carla_ros_bridge,carla,Carla,100,,,,,,
turtlebot3_teleop,turtlebot3,TurtleBot3,100,,,,,,
turtlebot3_slam,turtlebot3,TurtleBot3,100,,,,,,
turtlebot3_navigation,turtlebot3,TurtleBot3,100,,,,,,
turtlebot3_example,turtlebot3,TurtleBot3,100,,,,,,
turtlebot3_description,turtlebot3,TurtleBot3,100,,,,,,
turtlebot3_bringup,turtlebot3,TurtleBot3,100,,,,,,
turtlebot3,turtlebot3,TurtleBot3,100,,,,,,
carla_msgs,carla,Carla,100,,,,,,
carla_manual_control,carla,Carla,100,,,,,,
carla_infrastructure,carla,Carla,100,,,,,,
carla_ego_vehicle,carla,Carla,100,,,,,,
carla_ackermann_control,carla,Carla,100,,,,,,
lms1xx,lms1xx,LMS1xx,100,,,,,,
sr_robot_lib,robot,ROSbot,91,0,,,,,
shadow_robot_ethercat,robot,ROSbot,91,0,,,,,
safe_teleop_pr2,pr2,PR2,100,,,,,,
fanuc_grinding_scanning,fanuc,Fanuc,100,,,,,,
fanuc_grinding_rviz_plugin,fanuc,Fanuc,100,,,,,,
fanuc_grinding_publish_meshfile,fanuc,Fanuc,100,,,,,,
fanuc_grinding_post_processor,fanuc,Fanuc,100,,,,,,
fanuc_grinding_path_planning,fanuc,Fanuc,100,,,,,,
fanuc_grinding_comparison,fanuc,Fanuc,100,,,,,,
fanuc_grinding_alignment,fanuc,Fanuc,100,,,,,,
fanuc_grinding,fanuc,Fanuc,100,,,,,,
motoman_sia5d_moveit_config,motoman,Motoman,100,,,,,,
motoman_mpx3500_support,motoman,Motoman,100,,,,,,
motoman_mpl_support,motoman,Motoman,100,,,,,,
motoman_mpl80_moveit_config,motoman,Motoman,100,,,,,,
motoman_mhj_support,motoman,Motoman,100,,,,,,
motoman_mh_support,motoman,Motoman,100,,,,,,
motoman_mh5_ikfast_manipulator_plugin,motoman,Motoman,100,,,,,,
motoman_experimental,motoman,Motoman,100,,,,,,
motoman_epx_support,motoman,Motoman,100,,,,,,
motoman_csda10f_support,motoman,Motoman,100,,,,,,
motoman_csda10f_moveit_config,motoman,Motoman,100,,,,,,
motoman_bmda3_support,motoman,Motoman,100,,,,,,
caster_viz,caster,Caster,100,,,,,,
caster_teleop,caster,Caster,100,,,,,,
caster_robot,caster,Caster,100,,,,,,
caster_robot,robot,ROSbot,91,0,,,,,
caster_navigation,caster,Caster,100,,,,,,
caster_desktop,caster,Caster,100,,,,,,
caster_description,caster,Caster,100,,,,,,
caster_control,caster,Caster,100,,,,,,
caster_base,caster,Caster,100,,,,,,
caster_app,caster,Caster,100,,,,,,
reemc_robot,reemc,REEM-C,91,,,,,,
reemc_robot,robot,ROSbot,91,0,,,,,
reemc_description,reemc,REEM-C,91,,,,,,
reemc_controller_configuration,reemc,REEM-C,91,,,,,,
universal_robot,robot,ROSbot,91,0,,,,,
roch_sensorpc,roch,Roch,100,,,,,,
roch_safety_controller,roch,Roch,100,,,,,,
roch_robot,roch,Roch,100,,,,,,
roch_robot,robot,ROSbot,91,0,,,,,
roch_msgs,roch,Roch,100,,,,,,
roch_ftdi,roch,Roch,100,,,,,,
roch_description,roch,Roch,100,,,,,,
roch_control,roch,Roch,100,,,,,,
roch_capabilities,roch,Roch,100,,,,,,
roch_base,roch,Roch,100,,,,,,
nao_robot,nao,Nao,100,,,,,,
nao_robot,robot,ROSbot,91,0,,,,,
nao_description,nao,Nao,100,,,,,,
nao_bringup,nao,Nao,100,,,,,,
nao_apps,nao,Nao,100,,,,,,
tuw_multi_robot_msgs,robot,ROSbot,91,0,,,,,
pioneer_teleop,pioneer,Pioneer LX,95,,,,,,
tuw_multi_robot_rviz,robot,ROSbot,91,0,,,,,
tuw_multi_robot_router,robot,ROSbot,91,0,,,,,
tuw_multi_robot_local_behavior_controller,robot,ROSbot,91,0,,,,,
tuw_multi_robot_goal_generator,robot,ROSbot,91,0,,,,,
tuw_multi_robot_demo,robot,ROSbot,91,0,,,,,
tuw_multi_robot_ctrl,robot,ROSbot,91,0,,,,,
tuw_multi_robot,robot,ROSbot,91,0,,,,,
ecl_manipulators,manipulators,ABB Manipulators,95,,,,,,
rbcar_sim_bringup,rbcar,RBCAR,100,,,,,,
rbcar_sim,rbcar,RBCAR,100,,,,,,
rbcar_robot_control,rbcar,RBCAR,100,,,,,,
rbcar_robot_control,robot,ROSbot,91,0,,,,,
rbcar_joystick,rbcar,RBCAR,100,,,,,,
rbcar_gazebo,rbcar,RBCAR,100,,,,,,
rbcar_control,rbcar,RBCAR,100,,,,,,
rodi_robot,robot,ROSbot,91,0,,,,,
romeo_sensors_py,romeo,Romeo,100,,,,,,
romeo_robot,romeo,Romeo,100,,,,,,
romeo_robot,robot,ROSbot,91,,,,,,
romeo_description,romeo,Romeo,100,,,,,,
romeo_bringup,romeo,Romeo,100,,,,,,
robot_state_publisher,robot,ROSbot,91,0,,,,,
stdr_robot,robot,ROSbot,91,0,,,,,
nao_moveit_config,nao,Nao,100,,,,,,
pepper_moveit_config,pepper,Pepper,100,,,,,,
robot_pose_ekf,robot,ROSbot,91,0,,,,,
jaguar_navigation,jaguar,Jaguar,100,,,,,,
jaguar_msgs,jaguar,Jaguar,100,,,,,,
jaguar_description,jaguar,Jaguar,100,,,,,,
jaguar_control,jaguar,Jaguar,100,,,,,,
ecl_mobile_robot,robot,ROSbot,91,0,,,,,
turtlebot_msgs,turtlebot,TurtleBot4,95,,,,,,
turtlebot_rviz_launchers,turtlebot,TurtleBot4,95,,,,,,
turtlebot_interactive_markers,turtlebot,TurtleBot4,95,,,,,,
turtlebot_interactions,turtlebot,TurtleBot4,95,,,,,,
turtlebot_dashboard,turtlebot,TurtleBot4,95,,,,,,
turtlebot_create_desktop,turtlebot,TurtleBot4,95,,,,,,
d435i_xarm_setup,xarm,xArm,100,,,,,,
pepper_meshes,pepper,Pepper,100,,,,,,
nao_meshes,nao,Nao,100,,,,,,
motoman_sia5d_support,motoman,Motoman,100,,,,,,
motoman_sia50_support,motoman,Motoman,100,,,,,,
motoman_sia30d_support,motoman,Motoman,100,,,,,,
motoman_sia20d_support,motoman,Motoman,100,,,,,,
motoman_sia20d_moveit_config,motoman,Motoman,100,,,,,,
motoman_sia10f_support,motoman,Motoman,100,,,,,,
motoman_sia10d_support,motoman,Motoman,100,,,,,,
motoman_sda10f_support,motoman,Motoman,100,,,,,,
motoman_sda10f_moveit_config,motoman,Motoman,100,,,,,,
motoman_resources,motoman,Motoman,100,,,,,,
motoman_msgs,motoman,Motoman,100,,,,,,
motoman_ms210_support,motoman,Motoman,100,,,,,,
motoman_ms210_moveit_config,motoman,Motoman,100,,,,,,
motoman_motopos_d500_support,motoman,Motoman,100,,,,,,
motoman_motomini_support,motoman,Motoman,100,,,,,,
motoman_mh5_support,motoman,Motoman,100,,,,,,
motoman_mh50_support,motoman,Motoman,100,,,,,,
motoman_mh12_support,motoman,Motoman,100,,,,,,
motoman_mh110_support,motoman,Motoman,100,,,,,,
motoman_ma2010_support,motoman,Motoman,100,,,,,,
motoman_ma2010_moveit_config,motoman,Motoman,100,,,,,,
motoman_hc20_support,motoman,Motoman,100,,,,,,
motoman_hc10_support,motoman,Motoman,100,,,,,,
motoman_gp8_support,motoman,Motoman,100,,,,,,
motoman_gp88_support,motoman,Motoman,100,,,,,,
motoman_gp7_support,motoman,Motoman,100,,,,,,
motoman_gp50_support,motoman,Motoman,100,,,,,,
motoman_gp4_support,motoman,Motoman,100,,,,,,
motoman_gp25_support,motoman,Motoman,100,,,,,,
motoman_gp200r_support,motoman,Motoman,100,,,,,,
motoman_gp180_support,motoman,Motoman,100,,,,,,
motoman_gp12_support,motoman,Motoman,100,,,,,,
motoman_gp110_support,motoman,Motoman,100,,,,,,
motoman_es_support,motoman,Motoman,100,,,,,,
motoman_driver,motoman,Motoman,100,,,,,,
motoman_ar2010_support,motoman,Motoman,100,,,,,,
motoman,motoman,Motoman,100,,,,,,
cob_sick_lms1xx,lms1xx,LMS1xx,100,,,,,,
dynamixel_sdk_examples,dynamixel,Dynamixel,100,,,,,,
dynamixel_sdk,dynamixel,Dynamixel,100,,,,,,
libphidget21,libphidget21,libphidgets21,96,,,,,,
turtlebot3_msgs,turtlebot3,TurtleBot3,100,,,,,,
abb_robot_msgs,robot,ROSbot,91,0,,,,,
robot_statemachine,robot,ROSbot,91,0,,,,,
oculusprime,oculusprime,Oculus Prime,96,,,,,,
robot_upstart,robot,ROSbot,91,0,,,,,
pr2_tuckarm,pr2,PR2,100,,,,,,
pr2_teleop_general,pr2,PR2,100,,,,,,
pr2_teleop,pr2,PR2,100,,,,,,
pr2_position_scripts,pr2,PR2,100,,,,,,
pr2_mannequin_mode,pr2,PR2,100,,,,,,
pr2_apps,pr2,PR2,100,,,,,,
pr2_app_manager,pr2,PR2,100,,,,,,
mir_robot,robot,ROSbot,91,0,,,,,
robot_localization,robot,ROSbot,91,0,,,,,
fanuc_resources,fanuc,Fanuc,100,,,,,,
fanuc_r1000ia_support,fanuc,Fanuc,100,,,,,,
fanuc_r1000ia_moveit_plugins,fanuc,Fanuc,100,,,,,,
fanuc_r1000ia80f_moveit_config,fanuc,Fanuc,100,,,,,,
fanuc_m900ib_support,fanuc,Fanuc,100,,,,,,
fanuc_m900ia_support,fanuc,Fanuc,100,,,,,,
fanuc_m710ic_support,fanuc,Fanuc,100,,,,,,
