package_name,feature_word,region_word,score
nao_dcm_bringup,nao,nao,100
schunk_canopen_driver,schunk,schunk svh,90
romeo_moveit_actions,romeo,romeo,100
innok_heros_description,innok,innok heros,90
nerian_sp1,nerian,scenescan and sp1 by nerian vision technologies,90
roch_viz,roch,roch,100
roch_simulator,roch,roch,100
roch_gazebo,roch,roch,100
roch_concert,roch,roch,100
aubo_trajectory_filters,aubo,aubo i-series,90
aubo_trajectory,aubo,aubo i-series,90
aubo_robot,aubo,aubo i-series,90
aubo_panel,aubo,aubo i-series,90
aubo_new_driver,aubo,aubo i-series,90
aubo_msgs,aubo,aubo i-series,90
aubo_kinematics,aubo,aubo i-series,90
aubo_i5_moveit_config,aubo,aubo i-series,90
aubo_gazebo,aubo,aubo i-series,90
aubo_driver,aubo,aubo i-series,90
aubo_description,aubo,aubo i-series,90
aubo_control,aubo,aubo i-series,90
myahrs_driver,myahrs,myahrs_driver,90
prosilica_camera,prosilica,prosilica camera,90
turtle_tf2,turtle,turtlebot4,90
turtle_tf,turtle,turtlebot4,90
sick_visionary_t_driver,sick,sick lms1104 laser,90
sick_visionary_t,sick,sick lms1104 laser,90
warthog_viz,warthog,clearpath warthog ugv,90
warthog_desktop,warthog,clearpath warthog ugv,90
husky_robot,husky,clearpath husky ugv,90
husky_bringup,husky,clearpath husky ugv,90
husky_base,husky,clearpath husky ugv,90
pepperl_fuchs_r2000,pepperl,pepper,92
summit_x_sim_bringup,summit,summit-xl,90
summit_x_sim,summit,summit-xl,90
summit_x_robot_control,summit,summit-xl,90
summit_x_gazebo,summit,summit-xl,90
summit_x_control,summit,summit-xl,90
summit_x_description,summit,summit-xl,90
summit_x_common,summit,summit-xl,90
kobuki_softnode,kobuki,kobuki,100
kobuki_softapps,kobuki,kobuki,100
kobuki_soft,kobuki,kobuki,100
barrett_hand_sim,barrett,barrett hand,90
barrett_hand_gazebo,barrett,barrett hand,90
barrett_hand_control,barrett,barrett hand,90
jackal_viz,jackal,clearpath jackal ugv,90
jackal_desktop,jackal,clearpath jackal ugv,90
ridgeback_viz,ridgeback,clearpath ridgeback,90
ridgeback_desktop,ridgeback,clearpath ridgeback,90
innok_heros_control,innok,innok heros,90
dynpick_driver,dynpick,wacoh-tech dynpick,90
pr2_run_stop_auto_restart,pr2,pr2,100
pr2_robot,pr2,pr2,100
pr2_ethercat,pr2,pr2,100
pr2_controller_configuration,pr2,pr2,100
pr2_computer_monitor,pr2,pr2,100
pr2_camera_synchronizer,pr2,pr2,100
pr2_bringup,pr2,pr2,100
schunk_simulated_tactile_sensors,schunk,schunk svh,90
schunk_sdh,schunk,schunk svh,90
schunk_powercube_chain,schunk,schunk svh,90
schunk_modular_robotics,schunk,schunk svh,90
schunk_libm5api,schunk,schunk svh,90
schunk_description,schunk,schunk svh,90
turtle_actionlib,turtle,turtlebot4,90
dynamic_robot_state_publisher,dynamic,dynamic_uvc_cam,90
pr2_simulator,pr2,pr2,100
pr2_gazebo_plugins,pr2,pr2,100
pr2_gazebo,pr2,pr2,100
pr2_controller_configuration_gazebo,pr2,pr2,100
qt_tutorials,qt,qtrobot,90
qt_ros,qt,qtrobot,90
qt_create,qt,qtrobot,90
qt_build,qt,qtrobot,90
ridgeback_navigation,ridgeback,clearpath ridgeback,90
ridgeback_msgs,ridgeback,clearpath ridgeback,90
ridgeback_description,ridgeback,clearpath ridgeback,90
ridgeback_control,ridgeback,clearpath ridgeback,90
pioneer_mrs,pioneer,pioneer lx,95
sick_tim,sick,sick lms1104 laser,90
husky_viz,husky,clearpath husky ugv,90
husky_simulator,husky,clearpath husky ugv,90
husky_navigation,husky,clearpath husky ugv,90
husky_msgs,husky,clearpath husky ugv,90
husky_gazebo,husky,clearpath husky ugv,90
husky_desktop,husky,clearpath husky ugv,90
husky_description,husky,clearpath husky ugv,90
husky_control,husky,clearpath husky ugv,90
velodyne_gazebo_plugin,velodyne,velodyne hdl-64e 3d lidar,90
heron_simulator,heron,clearpath heron usv,90
heron_gazebo,heron,clearpath heron usv,90
turtlebot_arm_object_manipulation,turtlebot,turtlebot2,100
turtlebot_arm_moveit_demos,turtlebot,turtlebot2,100
turtlebot_arm_moveit_config,turtlebot,turtlebot2,100
turtlebot_arm_kinect_calibration,turtlebot,turtlebot2,100
turtlebot_arm_ikfast_plugin,turtlebot,turtlebot2,100
turtlebot_arm_description,turtlebot,turtlebot2,100
turtlebot_arm_bringup,turtlebot,turtlebot2,100
turtlebot_arm_block_manipulation,turtlebot,turtlebot2,100
turtlebot_arm,turtlebot,turtlebot2,100
carla_waypoint_publisher,carla,carla,100
carla_ros_bridge,carla,carla,100
turtlebot3_teleop,turtlebot3,turtlebot3,100
turtlebot3_slam,turtlebot3,turtlebot3,100
turtlebot3_navigation,turtlebot3,turtlebot3,100
turtlebot3_example,turtlebot3,turtlebot3,100
turtlebot3_description,turtlebot3,turtlebot3,100
turtlebot3_bringup,turtlebot3,turtlebot3,100
turtlebot3,turtlebot3,turtlebot3,100
carla_msgs,carla,carla,100
carla_manual_control,carla,carla,100
carla_infrastructure,carla,carla,100
carla_ego_vehicle,carla,carla,100
carla_ackermann_control,carla,carla,100
lms1xx,lms1xx,lms1xx,100
shadow_robot_ethercat,shadow,shadow ronex,90
microstrain_mips,microstrain,microstrain_3dmgx2_imu,90
fanuc_grinding_scanning,fanuc,fanuc,100
fanuc_grinding_rviz_plugin,fanuc,fanuc,100
fanuc_grinding_publish_meshfile,fanuc,fanuc,100
fanuc_grinding_post_processor,fanuc,fanuc,100
fanuc_grinding_path_planning,fanuc,fanuc,100
fanuc_grinding_comparison,fanuc,fanuc,100
fanuc_grinding_alignment,fanuc,fanuc,100
fanuc_grinding,fanuc,fanuc,100
adi_driver,adi,armadillo,90
motoman_sia5d_moveit_config,motoman,motoman,100
motoman_mpx3500_support,motoman,motoman,100
motoman_mpl_support,motoman,motoman,100
motoman_mpl80_moveit_config,motoman,motoman,100
motoman_mhj_support,motoman,motoman,100
motoman_mh_support,motoman,motoman,100
motoman_mh5_ikfast_manipulator_plugin,motoman,motoman,100
motoman_experimental,motoman,motoman,100
motoman_epx_support,motoman,motoman,100
motoman_csda10f_support,motoman,motoman,100
motoman_csda10f_moveit_config,motoman,motoman,100
motoman_bmda3_support,motoman,motoman,100
innok_heros_driver,innok,innok heros,90
toposens_sync,toposens,toposens ts3 3d ultrasonic sensor,90
toposens_pointcloud,toposens,toposens ts3 3d ultrasonic sensor,90
toposens_msgs,toposens,toposens ts3 3d ultrasonic sensor,90
toposens_markers,toposens,toposens ts3 3d ultrasonic sensor,90
toposens_echo_driver,toposens,toposens ts3 3d ultrasonic sensor,90
toposens_driver,toposens,toposens ts3 3d ultrasonic sensor,90
toposens_description,toposens,toposens ts3 3d ultrasonic sensor,90
toposens_bringup,toposens,toposens ts3 3d ultrasonic sensor,90
toposens,toposens,toposens ts3 3d ultrasonic sensor,90
caster_viz,caster,caster,100
caster_teleop,caster,caster,100
caster_robot,caster,caster,100
caster_navigation,caster,caster,100
caster_desktop,caster,caster,100
caster_description,caster,caster,100
caster_control,caster,caster,100
caster_base,caster,caster,100
caster_app,caster,caster,100
pointgrey_camera_driver,pointgrey,pointgrey cameras (with flycapture2),90
pointgrey_camera_description,pointgrey,pointgrey cameras (with flycapture2),90
leo_viz,leo,leo rover,90
leo_desktop,leo,leo rover,90
reemc_robot,reemc,reem-c,91
reemc_description,reemc,reem-c,91
reemc_controller_configuration,reemc,reem-c,91
universal_robots,universal,universal_robots,90
universal_robot,universal,universal_robots,90
ifm_o3mxxx,ifm,ifm o3m250 tof camera,90
roch_sensorpc,roch,roch,100
roch_safety_controller,roch,roch,100
roch_robot,roch,roch,100
roch_msgs,roch,roch,100
roch_ftdi,roch,roch,100
roch_description,roch,roch,100
roch_control,roch,roch,100
roch_capabilities,roch,roch,100
roch_base,roch,roch,100
naoqi_tools,naoqi,nao,90
naoqi_sensors_py,naoqi,nao,90
naoqi_pose,naoqi,nao,90
naoqi_navigation,naoqi,nao,90
naoqi_driver_py,naoqi,nao,90
naoqi_bridge,naoqi,nao,90
naoqi_apps,naoqi,nao,90
nao_robot,nao,nao,100
nao_description,nao,nao,100
nao_bringup,nao,nao,100
nao_apps,nao,nao,100
qt_qmake,qt,qtrobot,90
teraranger_description,teraranger,teraranger evo tof range finder,90
dynamic_reconfigure,dynamic,dynamic_uvc_cam,90
pioneer_teleop,pioneer,pioneer lx,95
rosserial_xbee,rosserial,rosserial_arduino,90
rosserial_windows,rosserial,rosserial_arduino,90
rosserial_vex_v5,rosserial,rosserial_arduino,90
rosserial_vex_cortex,rosserial,rosserial_arduino,90
rosserial_tivac,rosserial,rosserial_arduino,90
rosserial_test,rosserial,rosserial_arduino,90
rosserial_server,rosserial,rosserial_arduino,90
rosserial_python,rosserial,rosserial_arduino,90
rosserial_msgs,rosserial,rosserial_arduino,90
rosserial_mbed,rosserial,rosserial_arduino,90
rosserial_embeddedlinux,rosserial,rosserial_arduino,90
rosserial_client,rosserial,rosserial_arduino,90
rosserial_arduino,rosserial,rosserial_arduino,90
rosserial,rosserial,rosserial_arduino,90
micros_swarm_stage,micros,microstrain_3dmgx2_imu,90
micros_swarm_gazebo,micros,microstrain_3dmgx2_imu,90
micros_swarm_framework,micros,microstrain_3dmgx2_imu,90
micros_swarm,micros,microstrain_3dmgx2_imu,90
app_loader,app,sicktoolbox_wrapper,90
rbcar_sim_bringup,rbcar,rbcar,100
rbcar_sim,rbcar,rbcar,100
rbcar_robot_control,rbcar,rbcar,100
rbcar_joystick,rbcar,rbcar,100
rbcar_gazebo,rbcar,rbcar,100
rbcar_control,rbcar,rbcar,100
uvc_camera,uvc,dynamic_uvc_cam,90
romeo_sensors_py,romeo,romeo,100
romeo_robot,romeo,romeo,100
romeo_description,romeo,romeo,100
romeo_bringup,romeo,romeo,100
rb_tracker,rb,rbcar,90
nao_moveit_config,nao,nao,100
pepper_moveit_config,pepper,pepper,100
jaguar_navigation,jaguar,jaguar,100
jaguar_msgs,jaguar,jaguar,100
jaguar_description,jaguar,jaguar,100
jaguar_control,jaguar,jaguar,100
turtlebot_msgs,turtlebot,turtlebot2,100
turtlebot_rviz_launchers,turtlebot,turtlebot2,100
turtlebot_interactive_markers,turtlebot,turtlebot2,100
turtlebot_interactions,turtlebot,turtlebot2,100
turtlebot_dashboard,turtlebot,turtlebot2,100
turtlebot_create_desktop,turtlebot,turtlebot2,100
prosilica_gige_sdk,prosilica,prosilica camera,90
serial_utils,serial,rosserial_arduino,90
xarm7_redundancy_res,xarm7,xarm,89
xarm7_moveit_config,xarm7,xarm,89
xarm7_gripper_moveit_config,xarm7,xarm,89
xarm6_vacuum_gripper_moveit_config,xarm6,xarm,89
xarm6_moveit_config,xarm6,xarm,89
xarm6_gripper_moveit_config,xarm6,xarm,89
xarm5_vacuum_gripper_moveit_config,xarm5,xarm,89
xarm5_moveit_config,xarm5,xarm,89
xarm5_gripper_moveit_config,xarm5,xarm,89
scenario_test_tools,scenario,ari,90
pepper_meshes,pepper,pepper,100
nao_meshes,nao,nao,100
velodyne_simulator,velodyne,velodyne hdl-64e 3d lidar,90
velodyne_gazebo_plugins,velodyne,velodyne hdl-64e 3d lidar,90
velodyne_description,velodyne,velodyne hdl-64e 3d lidar,90
gpsd_client,gpsd,gpsd_client,90
motoman_sia5d_support,motoman,motoman,100
motoman_sia50_support,motoman,motoman,100
motoman_sia30d_support,motoman,motoman,100
motoman_sia20d_support,motoman,motoman,100
motoman_sia20d_moveit_config,motoman,motoman,100
motoman_sia10f_support,motoman,motoman,100
motoman_sia10d_support,motoman,motoman,100
motoman_sda10f_support,motoman,motoman,100
motoman_sda10f_moveit_config,motoman,motoman,100
motoman_resources,motoman,motoman,100
motoman_msgs,motoman,motoman,100
motoman_ms210_support,motoman,motoman,100
motoman_ms210_moveit_config,motoman,motoman,100
motoman_motopos_d500_support,motoman,motoman,100
motoman_motomini_support,motoman,motoman,100
motoman_mh5_support,motoman,motoman,100
motoman_mh50_support,motoman,motoman,100
motoman_mh12_support,motoman,motoman,100
motoman_mh110_support,motoman,motoman,100
motoman_ma2010_support,motoman,motoman,100
motoman_ma2010_moveit_config,motoman,motoman,100
motoman_hc20_support,motoman,motoman,100
motoman_hc10_support,motoman,motoman,100
motoman_gp8_support,motoman,motoman,100
motoman_gp88_support,motoman,motoman,100
motoman_gp7_support,motoman,motoman,100
motoman_gp50_support,motoman,motoman,100
motoman_gp4_support,motoman,motoman,100
motoman_gp25_support,motoman,motoman,100
motoman_gp200r_support,motoman,motoman,100
motoman_gp180_support,motoman,motoman,100
motoman_gp12_support,motoman,motoman,100
motoman_gp110_support,motoman,motoman,100
motoman_es_support,motoman,motoman,100
motoman_driver,motoman,motoman,100
motoman_ar2010_support,motoman,motoman,100
motoman,motoman,motoman,100
laserscan_kinect,laserscan,pilz safety laserscanner psenscan,90
hls_lfcd_lds_driver,hls,hls-lfcd lds,90
summit_xl_sim_bringup,summit,summit-xl,90
summit_xl_sim,summit,summit-xl,90
summit_xl_gazebo,summit,summit-xl,90
dynamixel_sdk_examples,dynamixel,dynamixel,100
dynamixel_sdk,dynamixel,dynamixel,100
video_stream_opencv,video,libuvc usb video class driver,90
qt_gui_py_common,qt,qtrobot,90
qt_gui_cpp,qt,qtrobot,90
qt_gui_core,qt,qtrobot,90
qt_gui_app,qt,qtrobot,90
qt_gui,qt,qtrobot,90
qt_dotgraph,qt,qtrobot,90
phidgets_msgs,phidgets,phidgets sensor interface with differential drive,90
phidgets_imu,phidgets,phidgets sensor interface with differential drive,90
phidgets_ik,phidgets,phidgets sensor interface with differential drive,90
phidgets_high_speed_encoder,phidgets,phidgets sensor interface with differential drive,90
phidgets_drivers,phidgets,phidgets sensor interface with differential drive,90
phidgets_api,phidgets,phidgets sensor interface with differential drive,90
libphidget21,libphidget21,libphidgets21,96
turtlebot3_msgs,turtlebot3,turtlebot3,100
copernicus_teleoperator,copernicus,copernicus robot,90
copernicus_rules,copernicus,copernicus robot,90
copernicus_navigation,copernicus,copernicus robot,90
copernicus_msgs,copernicus,copernicus robot,90
copernicus_localization,copernicus,copernicus robot,90
copernicus_description,copernicus,copernicus robot,90
copernicus_control,copernicus,copernicus robot,90
copernicus_base,copernicus,copernicus robot,90
abb_robot_msgs,abb,abb manipulators,90
abb_rapid_sm_addin_msgs,abb,abb manipulators,90
abb_rapid_msgs,abb,abb manipulators,90
abb_egm_msgs,abb,abb manipulators,90
sick_safetyscanners,sick,sick lms1104 laser,90
volta_teleoperator,volta,volta robot,90
volta_simulation,volta,volta robot,90
volta_rules,volta,volta robot,90
volta_navigation,volta,volta robot,90
volta_msgs,volta,volta robot,90
volta_localization,volta,volta robot,90
volta_description,volta,volta robot,90
volta_control,volta,volta robot,90
volta_base,volta,volta robot,90
rosserial_leonardo_cmake,rosserial,rosserial_arduino,90
innok_heros_gazebo,innok,innok heros,90
heron_controller,heron,clearpath heron usv,90
teraranger_array,teraranger,teraranger evo tof range finder,90
teraranger,teraranger,teraranger evo tof range finder,90
oculusprime,oculusprime,oculus prime,96
pr2_tuckarm,pr2,pr2,100
pr2_teleop_general,pr2,pr2,100
pr2_teleop,pr2,pr2,100
pr2_position_scripts,pr2,pr2,100
pr2_mannequin_mode,pr2,pr2,100
pr2_apps,pr2,pr2,100
pr2_app_manager,pr2,pr2,100
netft_utils,netft,interface to ati netft sensor adapter,90
libuvc_ros,libuvc,libuvc usb video class driver,90
libuvc_camera,libuvc,libuvc usb video class driver,90
leg_detector,leg,allegro hand,90
mir_robot,mir,amir 740,90
mir_navigation,mir,amir 740,90
mir_msgs,mir,amir 740,90
mir_gazebo,mir,amir 740,90
mir_dwb_critics,mir,amir 740,90
mir_driver,mir,amir 740,90
mir_description,mir,amir 740,90
mir_actions,mir,amir 740,90
fanuc_resources,fanuc,fanuc,100
fanuc_r1000ia_support,fanuc,fanuc,100
fanuc_r1000ia_moveit_plugins,fanuc,fanuc,100
fanuc_r1000ia80f_moveit_config,fanuc,fanuc,100
fanuc_m900ib_support,fanuc,fanuc,100
fanuc_m900ia_support,fanuc,fanuc,100
fanuc_m710ic_support,fanuc,fanuc,100
