Last_commit_date,package_description,package_name,
9/5/2022,An automatically generated package with all the configuration and launch files for using the SEED-Arm-Mover-typeG2 with the MoveIt! Motion Planning Framework,seed_r7_typeg2_arm_moveit_config,
9/5/2022,An automatically generated package with all the configuration and launch files for using the SEED-Noid-Mover-typeF with the MoveIt! Motion Planning Framework,seed_r7_typef_moveit_config,
9/5/2022,The seed_r7_samples package,seed_r7_samples,
9/5/2022,The seed_r7_ros_pkg package,seed_r7_ros_pkg,
9/5/2022,The seed_r7_ros_controller package,seed_r7_ros_controller,
9/5/2022,The seed_r7_robot_interface package,seed_r7_robot_interface,
9/5/2022,The seed_r7_navigation package,seed_r7_navigation,
9/5/2022,Meta package for bringup.,seed_r7_moveit_config,
9/5/2022,The seed_r7_gazebo package,seed_r7_gazebo,
9/5/2022,The seed_r7_description package,seed_r7_description,
9/5/2022,The seed_r7_bringup package,seed_r7_bringup,
9/4/2022,octovis is visualization tool for the OctoMap library based on Qt and libQGLViewer. See  http://octomap.github.io for details.,octovis,
9/4/2022,"The OctoMap library implements a 3D occupancy grid mapping approach, providing data structures and mapping algorithms in C++. The map implementation is based on an octree. See  http://octomap.github.io for details.",octomap,
9/4/2022,The dynamicEDT3D library implements an inrementally updatable Euclidean distance transform (EDT) in 3D. It comes with a wrapper to use the OctoMap 3D representation and hooks into the change detection of the OctoMap library to propagate changes to the EDT.,dynamic_edt_3d,
8/29/2022,ROS driver package for communication with the SBG navigation systems.,sbg_driver,
8/27/2022,"Simple scripts which help utilise, monitor, interact with computer     hardware abstracted by a linux OS.",linux_peripheral_interfaces,
8/27/2022,A ROS node for using libsensors to provide diagnostics information about the sensors on a computer system.,libsensors_monitor,
8/27/2022,Simple script to check battery status,laptop_battery_monitor,
8/25/2022,The telegram_ros package,telegram_ros,
8/24/2022,An automatically generated package with all the configuration and launch files for using the m1509 with the MoveIt! Motion Planning Framework,moveit_config_m1509,
8/24/2022,An automatically generated package with all the configuration and launch files for using the m1013 with the MoveIt! Motion Planning Framework,moveit_config_m1013,
8/24/2022,An automatically generated package with all the configuration and launch files for using the m0617 with the MoveIt! Motion Planning Framework,moveit_config_m0617,
8/24/2022,An automatically generated package with all the configuration and launch files for using the m0609 with the MoveIt! Motion Planning Framework,moveit_config_m0609,
8/24/2022,An automatically generated package with all the configuration and launch files for using the h2515 with the MoveIt! Motion Planning Framework,moveit_config_h2515,
8/24/2022,An automatically generated package with all the configuration and launch files for using the h2017 with the MoveIt! Motion Planning Framework,moveit_config_h2017,
8/24/2022,An automatically generated package with all the configuration and launch files for using the a0912 with the MoveIt! Motion Planning Framework,moveit_config_a0912,
8/24/2022,An automatically generated package with all the configuration and launch files for using the a0509 with the MoveIt! Motion Planning Framework,moveit_config_a0509,
8/24/2022,The dsr_msgs package,dsr_msgs,
8/24/2022,dsr_launcher examples,dsr_launcher,
8/24/2022,The dsr_gazebo package,dsr_gazebo,
8/24/2022,The dsr_example Python package,dsr_example_py,
8/24/2022,The dsr_description package,dsr_description,
8/24/2022,The dsr_control package,dsr_control,
8/24/2022,The doosan_robotics metapackage,doosan_robotics,
8/24/2022,ROS packages for Doosan Robot,doosan_robot,
8/24/2022,common package for Doosan Robot,common,
8/19/2022,"This package contains a class for converting from a 2D laser scan as defined by    sensor_msgs/LaserScan into a point cloud as defined by sensor_msgs/PointCloud    or sensor_msgs/PointCloud2. In particular, it contains functionality to account    for the skew resulting from moving robots or tilting laser scanners.",laser_geometry,
8/18/2022,PMB2-specific simulation components. These include plugins               and launch scripts necessary for running PMB2 in simulation.,pmb2_simulation,
8/18/2022,The pmb2_multi package,pmb2_multi,
8/18/2022,Simulation files for the PMB2 robot.,pmb2_gazebo,
8/18/2022,Gazebo-specifig launch files and scripts needed to configure    the controllers of the PMB2 robot in simulation.,pmb2_controller_configuration_gazebo,
8/18/2022,PMB2-specific launch files needed to run    navigation on the PMB2 robot.,pmb2_2dnav_gazebo,
8/16/2022,This is a ROS 3rd-party wrapper,csm,
8/8/2022,This package contains tools for the discovery of Roboception devices via GigE Vision.,rcdiscover,
8/4/2022,A rosout GUI viewer developed at Southwest Research Insititute as an     alternative to rqt_console.,swri_console,
8/4/2022,marti_visualization_msgs,marti_visualization_msgs,
8/4/2022,marti_status_msgs,marti_status_msgs,
8/4/2022,marti_sensor_msgs,marti_sensor_msgs,
8/4/2022,marti_perception_msgs,marti_perception_msgs,
8/4/2022,marti_nav_msgs,marti_nav_msgs,
8/4/2022,marti_introspection_msgs,marti_introspection_msgs,
8/4/2022,marti_dbw_msgs,marti_dbw_msgs,
8/4/2022,marti_common_msgs,marti_common_msgs,
8/4/2022,marti_can_msgs,marti_can_msgs,
8/4/2022,"The iot_bridge provides a bi-directional bridge between ROS and the OpenHAB Home Automation system. This allows a ROS robot to connect to a vast variety of IoT devices such as motion detectors, Z-Wave devices, lighting, door locks, etc.",iot_bridge,
8/2/2022,rqt_publisher provides a GUI plugin for publishing arbitrary messages with fixed or computed field values.,rqt_publisher,
8/2/2022,Service and message definitions for rosbag_snapshot,rosbag_snapshot_msgs,
8/2/2022,The rosbag_snapshot package,rosbag_snapshot,
8/2/2022,Configuration for the EKF of the robot_localization package to use with the Earth Rover Open Agribot.,earth_rover_localization,
8/2/2022,The earth_rover_bed_detection package,earth_rover_bed_detection,
7/29/2022,"This package wraps the external c++ library opengm in a ROS package, so other packages can use it. It downloads the source code of it and then unzips it. The library is a header-only library with command line interfaces, which aren't used, so it doesn't gets build. For further descriptions and tutorials see the Makefile.tarball and https://github.com/opengm/opengm .		Copyright (C) 2013 Bjoern Andres, Thorsten Beier and Joerg H.~Kappes.",opengm,
7/29/2022,This package wraps the libphidgets to use it as a ros dependency,libphidgets,
7/29/2022,This package wraps the libpcan to use it as a ros dependency,libpcan,
7/29/2022,This package wraps the libntcan to use it as a ros dependency.,libntcan,
7/29/2022,"This package wraps the external c++ library dlib (http://dlib.net/) in a ROS package, so other packages can use it. The code was obtained from https://github.com/davisking/dlib . For further descriptions and tutorials see the Makefile.tarball and http://dlib.net/ .",libdlib,
7/29/2022,The cob_extern stack contains third party libraries needed for operating Care-O-bot. The packages are downloaded from the manufactorers website and not changed in any way.,cob_extern,
7/28/2022,Shameless reimplementation of some parts of the API from Tully Foote's TF library,tiny_tf,
7/25/2022,,jsk_model_tools,
7/25/2022,urdf models converted from euslisp,eusurdf,
7/25/2022,euslisp_model_conversion_tester,euslisp_model_conversion_tester,
7/25/2022,euscollada,euscollada,
7/21/2022,An interface to the Dynamixel actuators for ROS control,dynamixel_control_hw,
7/14/2022,hector_nist_arena_worlds by default contains NIST standard test arena scenarios created using the hector_nist_arena_designer GUI.,hector_nist_arena_worlds,
7/14/2022,"hector_nist_arena_elements contains models of elements/parts used in NIST standard test arenas for response robots. Using these elements, scenarios can be generated for simulation using gazebo.",hector_nist_arena_elements,
7/14/2022,hector_nist_arena_designer is a simple GUI for the fast and easy creation of test scenarios involving NIST standard test methods for response robots.,hector_nist_arena_designer,
7/9/2022,Provides an rtt typekit for ROS visualization_msgs messages.    It allows you to use ROS messages transparently in    RTT components and applications.    This package was automatically generated by the    create_rtt_msgs generator and should not be manually    modified.    See the http://ros.org/wiki/visualization_msgs documentation    for the documentation of the ROS messages in this    typekit.,rtt_visualization_msgs,
7/9/2022,Provides an rtt typekit for ROS trajectory_msgs messages.    It allows you to use ROS messages transparently in    RTT components and applications.    This package was automatically generated by the    create_rtt_msgs generator and should not be manually    modified.    See the http://ros.org/wiki/trajectory_msgs documentation    for the documentation of the ROS messages in this    typekit.,rtt_trajectory_msgs,
7/9/2022,Provides an rtt typekit for ROS tf2_msgs messages.    It allows you to use ROS messages transparently in    RTT components and applications.    This package was automatically generated by the    create_rtt_msgs generator and should not be manually    modified.    See the http://ros.org/wiki/tf2_msgs documentation    for the documentation of the ROS messages in this    typekit.,rtt_tf2_msgs,
7/9/2022,This package contains the components of the rtt_tf package,rtt_tf,
7/9/2022,Provides an rtt typekit for ROS stereo_msgs messages.    It allows you to use ROS messages transparently in    RTT components and applications.    This package was automatically generated by the    create_rtt_msgs generator and should not be manually    modified.    See the http://ros.org/wiki/stereo_msgs documentation    for the documentation of the ROS messages in this    typekit.,rtt_stereo_msgs,
7/9/2022,Provides an rtt typekit for ROS std_msgs messages.    It allows you to use ROS messages transparently in    RTT components and applications.    This package was automatically generated by the    create_rtt_msgs generator and should not be manually    modified.    See the http://ros.org/wiki/std_msgs documentation    for the documentation of the ROS messages in this    typekit.,rtt_std_srvs,
7/9/2022,Provides an rtt typekit for ROS std_msgs messages.    It allows you to use ROS messages transparently in    RTT components and applications.    This package was automatically generated by the    create_rtt_msgs generator and should not be manually    modified.    See the http://ros.org/wiki/std_msgs documentation    for the documentation of the ROS messages in this    typekit.,rtt_std_msgs,
7/9/2022,Provides an rtt typekit for ROS shape_msgs messages.    It allows you to use ROS messages transparently in    RTT components and applications.    This package was automatically generated by the    create_rtt_msgs generator and should not be manually    modified.    See the http://ros.org/wiki/shape_msgs documentation    for the documentation of the ROS messages in this    typekit.,rtt_shape_msgs,
7/9/2022,Provides an rtt typekit for ROS sensor_msgs messages.    It allows you to use ROS messages transparently in    RTT components and applications.    This package was automatically generated by the    create_rtt_msgs generator and should not be manually    modified.    See the http://ros.org/wiki/sensor_msgs documentation    for the documentation of the ROS messages in this    typekit.,rtt_sensor_msgs,
7/9/2022,The rtt_rosparam_tests package,rtt_rosparam_tests,
7/9/2022,This package provides an RTT service and service-requester for associating RTT component properties with ROS parameters,rtt_rosparam,
7/9/2022,The rtt_ros_tests package,rtt_rospack_tests,
7/9/2022,rtt_rospack provides an RTT plugin to use rospack to find packages in your ROS_PACKAGE_PATH,rtt_rospack,
7/9/2022,This package provides an RTT plugin to add a ROS node to the RTT process.,rtt_rosnode,
7/9/2022,"Provides an rtt typekit for ROS rosgraph_msgs messages.    It allows you to use ROS messages transparently in	RTT components and applications.	This package was automatically generated by the	create_rtt_msgs generator and should not be manually	modified.	See the http://ros.org/wiki/rosgraph_msgs documentation	for the documentation of the ROS messages in this	typekit.",rtt_rosgraph_msgs,
7/9/2022,rtt_rosdeployment provides an RTT plugin to control an ocl deployment component over ROS service calls.,rtt_rosdeployment,
7/9/2022,The rtt_roscomm_tests package,rtt_roscomm_tests,
7/9/2022,rtt_roscomm provides the necessary template files and cmake macros for    automatic rtt typekit and transport generation from ROS msg files,rtt_roscomm,
7/9/2022,This package provides an RTT plugin to access different time measurements on a realtime host.,rtt_rosclock,
7/9/2022,rtt_ros_rosbuild_test,rtt_rosbuild_tests,
7/9/2022,The rtt_ros_tests package,rtt_ros_tests,
7/9/2022,This package provides .msg and .srv files for use with the rtt_ros_integration packages.,rtt_ros_msgs,
7/9/2022,This stack contains all software necessary to build systems using both Orocos and ROS infrastructures,rtt_ros_integration,
7/9/2022,The rtt_ros_comm package,rtt_ros_comm,
7/9/2022,"This package provides an RTT plugin to add a ROS node to the RTT process,    as well as several wrapper scripts to enable roslaunching of orocos    programs.",rtt_ros,
7/9/2022,Provides an rtt typekit for ROS nav_msgs messages.    It allows you to use ROS messages transparently in    RTT components and applications.    This package was automatically generated by the    create_rtt_msgs generator and should not be manually    modified.    See the http://ros.org/wiki/nav_msgs documentation    for the documentation of the ROS messages in this    typekit.,rtt_nav_msgs,
7/9/2022,This package contains the components of the kdl_conversions package,rtt_kdl_conversions,
7/9/2022,Provides an rtt typekit for ROS geometry_msgs messages.    It allows you to use ROS messages transparently in    RTT components and applications.    This package was automatically generated by the    create_rtt_msgs generator and should not be manually    modified.    See the http://ros.org/wiki/geometry_msgs documentation    for the documentation of the ROS messages in this    typekit.,rtt_geometry_msgs,
7/9/2022,The rtt_dynamic_reconfigure_tests package,rtt_dynamic_reconfigure_tests,
7/9/2022,The rtt_dynamic_reconfigure package,rtt_dynamic_reconfigure,
7/9/2022,Provides an rtt typekit for ROS diagnostic_msgs messages.    It allows you to use ROS messages transparently in    RTT components and applications.    This package was automatically generated by the    create_rtt_msgs generator and should not be manually    modified.    See the http://ros.org/wiki/diagnostic_msgs documentation    for the documentation of the ROS messages in this    typekit.,rtt_diagnostic_msgs,
7/9/2022,The rtt_common_msgs package,rtt_common_msgs,
7/9/2022,Provides an rtt typekit for ROS actionlib_msgs messages.    It allows you to use ROS messages transparently in    RTT components and applications.    This package was automatically generated by the    create_rtt_msgs generator and should not be manually    modified.    See the http://ros.org/wiki/actionlib_msgs documentation    for the documentation of the ROS messages in this    typekit.,rtt_actionlib_msgs,
7/9/2022,The rtt_actionlib package,rtt_actionlib,
6/30/2022,Driver node for Scarlet and SceneScan stereo vision sensors by Nerian Vision GmbH,nerian_stereo,
6/27/2022,omronsentech_camera package contains a basic functionality to access OMRON SENTECH Camera. This package requires installation of SentechSDK.,omronsentech_camera,
6/23/2022,The BTA ROS driver,bta_tof_driver,
6/22/2022,CMake configuration to run coverage,code_coverage,
6/21/2022,ROS message definitions for the Vedder VESC open source motor controller.,vesc_msgs,
6/21/2022,ROS device driver for the Vedder VESC open source motor driver.,vesc_driver,
6/21/2022,Translate between VESC messages and ROS ackermann and odometry messages.,vesc_ackermann,
6/21/2022,Metapackage for ROS interface to the Vedder VESC open source motor controller.,vesc,
6/21/2022,Messages for describing objects and how to grasp them.,grasping_msgs,
6/20/2022,The roscompile package,roscompile,
6/20/2022,The ros_introspection package,ros_introspection,
6/20/2022,The magical_ros2_conversion_tool package,magical_ros2_conversion_tool,
6/16/2022,Collection of the launch files for fake_joint_driver.,fake_joint_launch,
6/16/2022,The fake_joint_driver package,fake_joint_driver,
6/16/2022,This metapackage depends on fake-joint related package for ros_control.,fake_joint,
6/8/2022,Catkin-friendly C++ bindings for the tensorflow package.,tensorflow_ros_cpp,
6/7/2022,The leptrino_force_torque package,leptrino_force_torque,
6/2/2022,A set of plugins for displaying occupancy information decoded from binary octomap messages.,octomap_rviz_plugins,
6/2/2022,Catkinized gRPC Package,grpc,
5/30/2022,Tools for writing ros-node-like bash scripts,rosbash_params,
5/27/2022,This package contains a number of URDF tutorials.,urdf_tutorial,
5/24/2022,,visualization_rwt,
5/24/2022,The rwt_utils_3rdparty package,rwt_utils_3rdparty,
5/24/2022,The rwt_steer package,rwt_steer,
5/24/2022,The rwt_speech_recognition package,rwt_speech_recognition,
5/24/2022,The rwt_robot_monitor package,rwt_robot_monitor,
5/24/2022,rwt_plot,rwt_plot,
5/24/2022,The rwt_nav package,rwt_nav,
5/24/2022,This package provides a web user interface of,rwt_moveit,
5/24/2022,The rwt_image_view package,rwt_image_view,
5/24/2022,The simple web frontend for app_manager,rwt_app_chooser,
5/16/2022,session_tutorials,session_tutorials,
5/16/2022,There are two ways to start the server.,openraveros_tutorials,
5/16/2022,Contains openrave plugins that connect send and recieve ROS messages allowing OpenRAVE to communicate with the ROS world better.,openrave_sensors,
5/16/2022,Utilities for filtering the robot out of sensor data,openrave_robot_filter,
5/16/2022,"Contains messages, services, and OpenRAVE clients to interface to robot hardware.    - librobot_control - openrave plugin for ros client to talk to robot services    - openravecontroller.h - base class for robot server using services    - tfsender - given joint positions of the robot, sends the correct tf frames    For more information on how to use this inside the openrave framework, see:    http://openrave.programmingvision.com/wiki/index.php/ROS:ControllingRobots",openrave_robot_control,
1/28/2021,,fanuc_m6ib_support,
1/28/2021,,fanuc_m6ib_moveit_plugins,
1/28/2021,,fanuc_m6ib_moveit_config,
1/28/2021,,fanuc_m6ib6s_moveit_config,
1/28/2021,,fanuc_m430ia_support,
1/28/2021,,fanuc_m430ia_moveit_plugins,
1/28/2021,,fanuc_m430ia2p_moveit_config,
1/28/2021,,fanuc_m430ia2f_moveit_config,
1/28/2021,,fanuc_m20ib_support,
1/28/2021,,fanuc_m20ib_moveit_plugins,
1/28/2021,,fanuc_m20ib25_moveit_config,
1/28/2021,,fanuc_m20ia_support,
1/28/2021,,fanuc_m20ia_moveit_plugins,
1/28/2021,,fanuc_m20ia_moveit_config,
1/28/2021,,fanuc_m20ia10l_moveit_config,
1/28/2021,,fanuc_m16ib_support,
1/28/2021,,fanuc_m16ib_moveit_plugins,
1/28/2021,,fanuc_m16ib20_moveit_config,
1/28/2021,,fanuc_m10ia_support,
1/28/2021,,fanuc_m10ia_moveit_plugins,
1/28/2021,,fanuc_m10ia_moveit_config,
1/28/2021,,fanuc_lrmate200ic_support,
1/28/2021,,fanuc_lrmate200ic_moveit_plugins,
1/28/2021,,fanuc_lrmate200ic_moveit_config,
1/28/2021,,fanuc_lrmate200ic5l_moveit_config,
1/28/2021,,fanuc_lrmate200ic5h_moveit_config,
1/28/2021,,fanuc_lrmate200ib_support,
1/28/2021,,fanuc_lrmate200ib_moveit_plugins,
11/10/2022,The crane_x7_msgs package,crane_x7_msgs,
1/28/2021,,fanuc_lrmate200ib_moveit_config,
1/28/2021,,fanuc_lrmate200ib3l_moveit_config,
1/28/2021,,fanuc_lrmate200i_support,
1/28/2021,,fanuc_lrmate200i_moveit_plugins,
1/28/2021,,fanuc_lrmate200i_moveit_config,
1/28/2021,,fanuc_driver,
1/28/2021,,fanuc_cr7ial_moveit_config,
1/28/2021,,fanuc_cr7ia_support,
1/28/2021,,fanuc_cr7ia_moveit_config,
1/28/2021,,fanuc_cr35ia_support,
1/28/2021,ROS-Industrial support for Fanuc manipulators (metapackage).,fanuc,
1/26/2021,The remote_rosbag_record package,remote_rosbag_record,
1/26/2021,The ixblue INS defined messages package,ixblue_ins_msgs,
1/26/2021,The iXblue_ins_driver package,ixblue_ins_driver,
1/26/2021,Metapackage for iXblue INS driver,ixblue_ins,
1/20/2021,The rosbag_editor package,rosbag_editor,
1/19/2021,ROS client nodes for the,vrpn_client_ros,
1/19/2021,A package that offers action servers for assigning tasks between cyber physical system (CPS).,task_allocation,
1/19/2021,A package that manages information about targets in a swarm of cyber physical systems (CPSs).,target_monitor,
1/19/2021,The swarm functions library provides simple functionalities that enable swarm algorithms to work. It is part of the swarm library.,swarm_functions,
1/19/2021,A package that exchanges behavioral states between multiple cyber physical systems (CPSs) in a swarm.,state_exchanger,
1/19/2021,This package contains the rFSM flavor of Statecharts.,rfsm,
1/19/2021,A package that exchanges kinematic properties such as velocity or position between multiple cyber physical systems (CPSs) in a swarm.,kinematics_exchanger,
1/19/2021,Common messages required by the CPSwarm Behavior Library.,cpswarm_msgs,
1/19/2021,A package that generates an optimal path to cover a given area with a cyber physical system (CPS).,coverage_path,
1/19/2021,A package that divides the available environment area among multiple cyber physical systems (CPSs) in a swarm.,area_division,
1/16/2021,The dgps_ros package,dgps_ros,
11/10/2022,An automatically generated package with all the configuration and launch files for using the crane_x7 with the MoveIt! Motion Planning Framework,crane_x7_moveit_config,
11/10/2022,The crane_x7_gazebo package,crane_x7_gazebo,
11/10/2022,examples of CRANE-X7 ROS package,crane_x7_examples,
11/10/2022,The CRANE-X7 control package,crane_x7_control,
11/10/2022,The CRANE-X7 bringup package,crane_x7_bringup,
11/10/2022,ROS package suite of CRANE-X7,crane_x7,
11/10/2022,Bundle python requirements in a catkin package via virtualenv.,catkin_virtualenv,
11/9/2022,The pr2_tuck_arms_action package,pr2_tuck_arms_action,
11/9/2022,"Provides a set of tools/actions for manipulating the pr2's tilting    laser. Simplifies previously complex tasks, such as fetching    a single sweep, given a set of desired parameters for both the laser    driver and tilting platform.",pr2_tilt_laser_interface,
11/9/2022,Various actions which help in moving the arms of the PR2    or getting data from its tilting laser.,pr2_common_actions,
11/9/2022,The pr2_common_action_msgs package,pr2_common_action_msgs,
11/9/2022,Move the pr2 arm using inverse kinematics,pr2_arm_move_ik,
11/9/2022,"joint_trajectory_generator action takes in a trajectory specified    by a number of joint positions, and it generates a new smooth trajectory    through these joint positions.",joint_trajectory_generator,
11/9/2022,joint_trajectory_action_tools,joint_trajectory_action_tools,
11/8/2022,CMake lint commands for ROS packages.    The lint commands perform static checking of Python or C++ source    code for errors and standards compliance.,roslint,
11/2/2022,Gazebo model plugin to simulate Audibot,audibot_gazebo,
11/2/2022,Meshes and URDF descriptions for audibot,audibot_description,
11/2/2022,Metapackage for audibot,audibot,
11/1/2022,"Messages exclusive to Warthog, especially for representing low-level motor commands and sensors.",warthog_msgs,
11/1/2022,URDF robot description for Warthog,warthog_description,
11/1/2022,Controllers for Warthog,warthog_control,
11/1/2022,roseus_tutorials,roseus_tutorials,
11/1/2022,roseus_smach     * Euslisp state machine class. it will be moved.     * Message publisher for visualizing current state by smach_viewer.     * Simple pickle dump script for debugging state machine.     * Execute state machine as a action server.,roseus_smach,
11/1/2022,The roseus_mongo package,roseus_mongo,
11/1/2022,EusLisp client for ROS Robot Operating System.,roseus,
11/1/2022,multisense_ros,multisense_ros,
11/1/2022,multisense_lib,multisense_lib,
1/13/2021,Basic grasping applications and demos.,simple_grasping,
1/12/2021,"visualization_msgs is a set of messages used by higher level packages, such as",visualization_msgs,
1/12/2021,This package defines messages for defining robot trajectories. These messages are    also the building blocks of most of the,trajectory_msgs,
1/12/2021,"stereo_msgs contains messages specific to stereo processing, such as disparity images.",stereo_msgs,
1/12/2021,"This package contains messages for defining shapes, such as simple solid    object primitives (cube, sphere, etc), planes, and meshes.",shape_msgs,
1/12/2021,"This package defines messages for commonly used sensors, including    cameras and scanning laser rangefinders.",sensor_msgs,
1/12/2021,nav_msgs defines the common messages used to interact with the,nav_msgs,
1/12/2021,"geometry_msgs provides messages for common geometric primitives    such as points, vectors, and poses. These primitives are designed    to provide a common data type and facilitate interoperability    throughout the system.",geometry_msgs,
1/12/2021,This package holds the diagnostic messages which provide the    standardized interface for the diagnostic and runtime monitoring    systems in ROS. These messages are currently used by    the,diagnostic_msgs,
1/12/2021,common_msgs contains messages that are widely used by other ROS packages.    These includes messages for    actions (,common_msgs,
1/12/2021,actionlib_msgs defines the common messages to interact with an     action server and an action client.  For full documentation of     the actionlib API see     the,actionlib_msgs,
1/8/2021,The robot_navigation package,robot_navigation,
1/8/2021,Demos for testing/demonstrating the robot_nav_rviz_plugins and color_util packages,robot_nav_viz_demos,
1/8/2021,A collection of tools / accessories for the robot_navigation packages,robot_nav_tools,
1/8/2021,RViz visualizations for robot_navigation datatypes,robot_nav_rviz_plugins,
1/8/2021,Messages used in PR2 hardware testing.,pr2_self_test_msgs,
1/8/2021,The pr2_self_test package,pr2_self_test,
1/8/2021,pr2_motor_diagnostic_tool,pr2_motor_diagnostic_tool,
1/8/2021,pr2_counterbalance_check,pr2_counterbalance_check,
1/8/2021,"Complete functionality tests for PR2. Contains utilities designed to test and verify devices, mechanicals and sensors.",pr2_bringup_tests,
1/8/2021,Customizable tools for publishing images as NavGrids or OccupancyGrids,nav_grid_server,
1/8/2021,Publishers and Subscribers for nav_grid data.,nav_grid_pub_sub,
1/8/2021,Iterator implementations for moving around the cells of a nav_grid in a number of common patterns.,nav_grid_iterators,
1/8/2021,A templatized interface for overlaying a two dimensional grid on the world.,nav_grid,
1/8/2021,This package contains adapters for using `nav_core` plugins as `nav_core2` plugins and vice versa (more or less).      See README.md for more information.,nav_core_adapter,
1/8/2021,"Interfaces for Costmap, LocalPlanner and GlobalPlanner. Replaces nav_core.",nav_core2,
1/8/2021,A handful of useful utility functions for nav_core2 packages.,nav_2d_utils,
11/1/2022,multisense_description,multisense_description,
11/1/2022,multisense_cal_check,multisense_cal_check,
11/1/2022,multisense_bringup,multisense_bringup,
11/1/2022,multisense catkin driver,multisense,
11/1/2022,,jsk_roseus,
10/29/2022,A node which annotates 3D point cloud data with semantic labels.,semantic_point_annotator,
10/29/2022,Power drivers for the PR2 robot.,pr2_power_drivers,
10/29/2022,This provides a ROS node for the PR2 Power Board.,pr2_power_board,
10/29/2022,This package holds a special teleop configuration for the PR2 robot that     should be used when running applications that use autonomous navigation.,pr2_navigation_teleop,
10/29/2022,This package holds launch files for running the,pr2_navigation_slam,
10/29/2022,Filters the robot's body out of point clouds.,pr2_navigation_self_filter,
10/29/2022,This package holds navigation-specific sensor configuration options and launch files for the PR2.,pr2_navigation_perception,
10/29/2022,This package holds xml files for running the,pr2_navigation_local,
10/29/2022,This package holds XML files for running the,pr2_navigation_global,
10/29/2022,This package holds common configuration files for running the,pr2_navigation_config,
10/29/2022,The pr2_navigation stack holds common configuration options for running the,pr2_navigation,
10/29/2022,pr2_move_base,pr2_move_base,
10/29/2022,"The power_monitor collects messages from the ocean_battery_server and     the pr2_power_board, and publishes a summary of their data in a     friendlier message format.",power_monitor,
10/29/2022,This is an interface to the Ocean Server Technology Intelligent Battery and Power System.,ocean_battery_driver,
10/29/2022,laser_tilt_controller_filter,laser_tilt_controller_filter,
10/27/2022,pr2eus_tutorials,pr2eus_tutorials,
10/27/2022,pr2eus_openrave,pr2eus_openrave,
10/27/2022,pr2eus_moveit,pr2eus_moveit,
10/27/2022,pr2eus_impedance,pr2eus_impedance,
1/8/2021,"Basic message types for two dimensional navigation, extending from geometry_msgs::Pose2D.",nav_2d_msgs,
1/8/2021,Extension of locomotor that implements move_base's functionality.,locomove_base,
1/8/2021,Action definition for Locomotor,locomotor_msgs,
1/8/2021,Locomotor is an extensible path planning coordination engine that replaces move_base. The goal is to provide a mechanism for controlling what happens when the global and local planners succeed and fail. It leverages ROS callback queues to coordinate multiple threads.,locomotor,
1/8/2021,"Controllers used in PR2 hardware testing. For testing counterbalance of PR2, and for internal WG use.",joint_qualification_controllers,
1/8/2021,A collection of tests for checking the validity and completeness of global planners.,global_planner_tests,
1/8/2021,Standard implementations of the GoalChecker      and TrajectoryGenerators for dwb_local_planner,dwb_plugins,
1/8/2021,Message/Service definitions specifically for the dwb_local_planner,dwb_msgs,
1/8/2021,Plugin based local planner implementing the nav_core2::LocalPlanner interface.,dwb_local_planner,
1/8/2021,Implementations for dwb_local_planner TrajectoryCritic interface,dwb_critics,
1/8/2021,Implementation of dlux_global_planner plugin interfaces.,dlux_plugins,
1/8/2021,Plugin based global planner implementing the nav_core2::GlobalPlanner interface.,dlux_global_planner,
1/8/2021,Tool for iterating through the cells of a costmap to find the closest distance to a subset of cells.,costmap_queue,
1/8/2021,An almost dependency-less library for converting between color spaces,color_util,
1/7/2021,Render large point clouds in rviz,fkie_potree_rviz_plugin,
1/5/2021,Launch files for Rb1_base simulation.,rb1_base_sim_bringup,
1/5/2021,The rb1_base_sim metapackage,rb1_base_sim,
1/5/2021,The rb1_base_gazebo package,rb1_base_gazebo,
1/5/2021,The icart_mini_gazebo package,icart_mini_gazebo,
1/5/2021,The icart_mini_driver package,icart_mini_driver,
1/5/2021,The icart_mini_description package,icart_mini_description,
1/5/2021,The icart_mini_control package,icart_mini_control,
1/5/2021,This package provides packages related to navigation of i-Cart mini.,icart_mini,
1/4/2021,This metapackage contains tools for integrating the Orocos Kinematics and    Dynamics Library (KDL) with the Orocos Toolchain and Real-Time Toolkit    (RTT).,rtt_geometry,
1/4/2021,This package contains the KDL RTT bindings,kdl_typekit,
10/27/2022,pr2eus_armnavigation,pr2eus_armnavigation,
10/27/2022,pr2eus,pr2eus,
10/27/2022,jsk_teleop_joy,jsk_teleop_joy,
10/27/2022,,jsk_pr2eus,
10/27/2022,jsk_ik_server,jsk_ik_server,
10/27/2022,jsk_footstep_planner,jsk_footstep_planner,
10/27/2022,The jsk_footstep_controller package,jsk_footstep_controller,
10/27/2022,The jsk_control package,jsk_control,
10/27/2022,The jsk_calibration package,jsk_calibration,
10/27/2022,The joy_mouse package,joy_mouse,
10/27/2022,hector_sensors_gazebo depends on the necessary plugins for using the sensors from the hector_models repository.,hector_sensors_gazebo,
10/27/2022,hector_gazebo_worlds provides gazebo scenarios used by Team Hector Darmstadt,hector_gazebo_worlds,
10/27/2022,hector_gazebo_thermal_camera provides a gazebo plugin that produces simulated thermal camera images. The plugin uses modified code from the gazebo_ros_camera plugin.,hector_gazebo_thermal_camera,
